0.000e+00	1.4647420e+06	2.4461700e+04
4.000e+01	2.3670231e+05	2.4461700e+04
1.000e+00	2.2161546e+05	2.4461700e+04
3.600e+01	2.5017793e+05	2.4461700e+04
2.000e+00	2.2571674e+05	2.4461700e+04
3.200e+01	2.4138948e+05	2.4461700e+04
3.000e+00	2.1224112e+05	2.4461700e+04
3.000e+01	2.5501158e+05	2.4461700e+04
4.000e+00	2.2937860e+05	2.4461700e+04
2.800e+01	2.0975105e+05	2.4461700e+04
5.000e+00	2.4051064e+05	2.4461700e+04
2.600e+01	2.5047088e+05	2.4461700e+04
6.000e+00	2.1033695e+05	2.4461700e+04
2.400e+01	3.0129743e+05	2.4461700e+04
7.000e+00	2.0184145e+05	2.4461700e+04
2.200e+01	2.6760836e+05	2.4461700e+04
8.000e+00	2.2176194e+05	2.4461700e+04
2.000e+01	2.6921958e+05	2.4461700e+04
9.000e+00	2.5442569e+05	2.4461700e+04
1.800e+01	1.7679436e+05	2.4461700e+04
1.000e+01	2.2425200e+05	2.4461700e+04
1.600e+01	2.3538404e+05	2.4461700e+04
1.100e+01	2.6394651e+05	2.4461700e+04
1.400e+01	1.8748698e+05	2.4461700e+04
1.200e+01	2.3406577e+05	2.4461700e+04
1.000e+00	2.4051064e+05	2.4461700e+04
4.000e+01	2.9163013e+05	2.4461700e+04
2.000e+00	2.4593018e+05	2.4461700e+04
3.600e+01	2.3714173e+05	2.4461700e+04
