13N-HN      499.2 5.0e-01 7.500e+02 2.6e+01  1.0  0.42804  0.00275  0.43122
13N-HN      499.2 5.0e-01 7.250e+02 2.6e+01  1.0  0.41139  0.00275  0.41622
13N-HN      499.2 5.0e-01 7.000e+02 2.6e+01  1.0  0.38730  0.00275  0.39461
13N-HN      499.2 5.0e-01 6.750e+02 2.6e+01  1.0  0.35434  0.00275  0.36225
13N-HN      499.2 5.0e-01 6.500e+02 2.6e+01  1.0  0.30750  0.00275  0.31195
13N-HN      499.2 5.0e-01 6.250e+02 2.6e+01  1.0  0.22108  0.00275  0.23260
13N-HN      499.2 5.0e-01 6.000e+02 2.6e+01  1.0  0.10780  0.00275  0.11753
13N-HN      499.2 5.0e-01 5.750e+02 2.6e+01  1.0  0.00937  0.00275  0.01577
13N-HN      499.2 5.0e-01 5.500e+02 2.6e+01  1.0  0.00088  0.00275  0.00005
13N-HN      499.2 5.0e-01 5.250e+02 2.6e+01  1.0  0.00344  0.00275  0.00312
13N-HN      499.2 5.0e-01 5.000e+02 2.6e+01  1.0  0.05745  0.00275  0.06687
13N-HN      499.2 5.0e-01 4.750e+02 2.6e+01  1.0  0.16398  0.00275  0.17705
13N-HN      499.2 5.0e-01 4.500e+02 2.6e+01  1.0  0.24824  0.00275  0.25961
13N-HN      499.2 5.0e-01 4.250e+02 2.6e+01  1.0  0.29490  0.00275  0.30773
13N-HN      499.2 5.0e-01 4.000e+02 2.6e+01  1.0  0.31952  0.00275  0.32846
13N-HN      499.2 5.0e-01 3.750e+02 2.6e+01  1.0  0.32561  0.00275  0.32404
13N-HN      499.2 5.0e-01 3.500e+02 2.6e+01  1.0  0.31437  0.00275  0.30009
13N-HN      499.2 5.0e-01 3.250e+02 2.6e+01  1.0  0.31876  0.00275  0.30543
13N-HN      499.2 5.0e-01 3.000e+02 2.6e+01  1.0  0.35670  0.00275  0.36178
13N-HN      499.2 5.0e-01 2.750e+02 2.6e+01  1.0  0.39875  0.00275  0.40753
13N-HN      499.2 5.0e-01 2.500e+02 2.6e+01  1.0  0.42471  0.00275  0.43280
13N-HN      499.2 5.0e-01 2.250e+02 2.6e+01  1.0  0.44515  0.00275  0.44702
13N-HN      499.2 5.0e-01 2.000e+02 2.6e+01  1.0  0.44619  0.00275  0.45576
13N-HN      499.2 5.0e-01 1.750e+02 2.6e+01  1.0  0.45719  0.00275  0.46160
13N-HN      499.2 5.0e-01 1.500e+02 2.6e+01  1.0  0.45870  0.00275  0.46574
13N-HN      499.2 5.0e-01 1.250e+02 2.6e+01  1.0  0.46687  0.00275  0.46884
13N-HN      499.2 5.0e-01 1.000e+02 2.6e+01  1.0  0.47339  0.00275  0.47124
13N-HN      499.2 5.0e-01 7.500e+01 2.6e+01  1.0  0.47608  0.00275  0.47315
13N-HN      499.2 5.0e-01 5.000e+01 2.6e+01  1.0  0.47204  0.00275  0.47470
13N-HN      499.2 5.0e-01 2.500e+01 2.6e+01  1.0  0.47427  0.00275  0.47598
13N-HN      499.2 5.0e-01 -0.000e+00 2.6e+01  1.0  0.48040  0.00275  0.47706
13N-HN      499.2 5.0e-01 -2.500e+01 2.6e+01  1.0  0.48100  0.00275  0.47798
13N-HN      499.2 5.0e-01 -5.000e+01 2.6e+01  1.0  0.47861  0.00275  0.47877
13N-HN      499.2 5.0e-01 -7.500e+01 2.6e+01  1.0  0.47626  0.00275  0.47945
13N-HN      499.2 5.0e-01 -1.000e+02 2.6e+01  1.0  0.47353  0.00275  0.48005
13N-HN      499.2 5.0e-01 -1.250e+02 2.6e+01  1.0  0.48224  0.00275  0.48057
13N-HN      499.2 5.0e-01 -1.500e+02 2.6e+01  1.0  0.48370  0.00275  0.48104
13N-HN      499.2 5.0e-01 -1.750e+02 2.6e+01  1.0  0.48320  0.00275  0.48145
13N-HN      499.2 5.0e-01 -2.000e+02 2.6e+01  1.0  0.48183  0.00275  0.48182
13N-HN      499.2 5.0e-01 -2.250e+02 2.6e+01  1.0  0.47878  0.00275  0.48215
13N-HN      499.2 5.0e-01 -2.500e+02 2.6e+01  1.0  0.48083  0.00275  0.48245
13N-HN      499.2 5.0e-01 -2.750e+02 2.6e+01  1.0  0.48151  0.00275  0.48271
13N-HN      499.2 5.0e-01 -3.000e+02 2.6e+01  1.0  0.48515  0.00275  0.48296
13N-HN      499.2 5.0e-01 -3.250e+02 2.6e+01  1.0  0.48145  0.00275  0.48318
13N-HN      499.2 5.0e-01 -3.500e+02 2.6e+01  1.0  0.48213  0.00275  0.48339
13N-HN      499.2 5.0e-01 -3.750e+02 2.6e+01  1.0  0.48251  0.00275  0.48357
