#       NCYC               I           I_err
           0    8.501722e+07    5.068191e+05
          26    7.388874e+07    5.068191e+05
          -1    7.252687e+07    5.068191e+05
           1    7.375847e+07    5.068191e+05
           0    8.462267e+07    5.068191e+05
           2    7.278431e+07    5.068191e+05
           6    7.468670e+07    5.068191e+05
           8    7.484676e+07    5.068191e+05
          12    7.461285e+07    5.068191e+05
           4    7.376809e+07    5.068191e+05
          20    7.411121e+07    5.068191e+05
           0    8.599618e+07    5.068191e+05
          16    7.379966e+07    5.068191e+05
           6    7.413331e+07    5.068191e+05
          22    7.396957e+07    5.068191e+05
          14    7.464176e+07    5.068191e+05
          24    7.426367e+07    5.068191e+05
          10    7.366141e+07    5.068191e+05
          18    7.323285e+07    5.068191e+05
          16    7.396402e+07    5.068191e+05
           0    8.472012e+07    5.068191e+05
           3    7.350610e+07    5.068191e+05
          29    7.357878e+07    5.068191e+05
           7    7.332517e+07    5.068191e+05
           9    7.439734e+07    5.068191e+05
           9    7.257118e+07    5.068191e+05
          11    7.367003e+07    5.068191e+05
          25    7.407405e+07    5.068191e+05
          13    7.390580e+07    5.068191e+05
           0    8.480269e+07    5.068191e+05
          15    7.413816e+07    5.068191e+05
          17    7.379927e+07    5.068191e+05
          -1    7.206676e+07    5.068191e+05
           0    8.528398e+07    5.068191e+05
           1    7.246876e+07    5.068191e+05
           3    7.268333e+07    5.068191e+05
