#       NCYC               I           I_err
           0    1.096367e+08    4.989357e+05
          26    8.974661e+07    4.989357e+05
          -1    8.198186e+07    4.989357e+05
           1    8.314454e+07    4.989357e+05
           0    1.102443e+08    4.989357e+05
           2    8.247268e+07    4.989357e+05
           6    8.605796e+07    4.989357e+05
           8    8.781171e+07    4.989357e+05
          12    8.851016e+07    4.989357e+05
           4    8.417110e+07    4.989357e+05
          20    8.966443e+07    4.989357e+05
           0    1.101035e+08    4.989357e+05
          16    8.600448e+07    4.989357e+05
           6    8.552383e+07    4.989357e+05
          22    8.843509e+07    4.989357e+05
          14    8.931906e+07    4.989357e+05
          24    8.821916e+07    4.989357e+05
          10    8.819970e+07    4.989357e+05
          18    8.734259e+07    4.989357e+05
          16    8.917566e+07    4.989357e+05
           0    1.099699e+08    4.989357e+05
           3    8.248034e+07    4.989357e+05
          29    9.038503e+07    4.989357e+05
           7    8.604680e+07    4.989357e+05
           9    8.786087e+07    4.989357e+05
           9    8.843379e+07    4.989357e+05
          11    8.830508e+07    4.989357e+05
          25    8.913352e+07    4.989357e+05
          13    8.827331e+07    4.989357e+05
           0    1.096144e+08    4.989357e+05
          15    8.951658e+07    4.989357e+05
          17    8.887948e+07    4.989357e+05
          -1    8.278588e+07    4.989357e+05
           0    1.103503e+08    4.989357e+05
           1    8.280856e+07    4.989357e+05
           3    8.290436e+07    4.989357e+05
