#       NCYC               I           I_err
           0    7.473057e+07    5.230098e+05
          26    6.214810e+07    5.230098e+05
          -1    6.115227e+07    5.230098e+05
           1    6.087839e+07    5.230098e+05
           0    7.544494e+07    5.230098e+05
           2    6.208251e+07    5.230098e+05
           6    6.173705e+07    5.230098e+05
           8    6.247770e+07    5.230098e+05
          12    6.313321e+07    5.230098e+05
           4    6.137354e+07    5.230098e+05
          20    6.336088e+07    5.230098e+05
           0    7.506989e+07    5.230098e+05
          16    6.251093e+07    5.230098e+05
           6    6.218424e+07    5.230098e+05
          22    6.241780e+07    5.230098e+05
          14    6.184677e+07    5.230098e+05
          24    6.129096e+07    5.230098e+05
          10    6.192507e+07    5.230098e+05
          18    6.147290e+07    5.230098e+05
          16    6.174425e+07    5.230098e+05
           0    7.505283e+07    5.230098e+05
           3    6.189480e+07    5.230098e+05
          29    6.283233e+07    5.230098e+05
           7    6.156456e+07    5.230098e+05
           9    6.256266e+07    5.230098e+05
           9    6.306422e+07    5.230098e+05
          11    6.219327e+07    5.230098e+05
          25    6.270736e+07    5.230098e+05
          13    6.119061e+07    5.230098e+05
           0    7.474413e+07    5.230098e+05
          15    6.284338e+07    5.230098e+05
          17    6.218752e+07    5.230098e+05
          -1    6.224632e+07    5.230098e+05
           0    7.410701e+07    5.230098e+05
           1    6.116422e+07    5.230098e+05
           3    6.173615e+07    5.230098e+05
