#       NCYC               I           I_err
           0    1.082243e+08    4.972607e+05
          26    9.271486e+07    4.972607e+05
          -1    9.159619e+07    4.972607e+05
           1    9.187570e+07    4.972607e+05
           0    1.094300e+08    4.972607e+05
           2    9.214467e+07    4.972607e+05
           6    9.275440e+07    4.972607e+05
           8    9.267529e+07    4.972607e+05
          12    9.244833e+07    4.972607e+05
           4    9.251159e+07    4.972607e+05
          20    9.228936e+07    4.972607e+05
           0    1.093636e+08    4.972607e+05
          16    9.150868e+07    4.972607e+05
           6    9.245900e+07    4.972607e+05
          22    9.203207e+07    4.972607e+05
          14    9.180080e+07    4.972607e+05
          24    9.270589e+07    4.972607e+05
          10    9.226748e+07    4.972607e+05
          18    9.277289e+07    4.972607e+05
          16    9.156009e+07    4.972607e+05
           0    1.067216e+08    4.972607e+05
           3    9.206477e+07    4.972607e+05
          29    9.305320e+07    4.972607e+05
           7    9.209227e+07    4.972607e+05
           9    9.202946e+07    4.972607e+05
           9    9.226411e+07    4.972607e+05
          11    9.240306e+07    4.972607e+05
          25    9.228111e+07    4.972607e+05
          13    9.289662e+07    4.972607e+05
           0    1.078585e+08    4.972607e+05
          15    9.286711e+07    4.972607e+05
          17    9.193261e+07    4.972607e+05
          -1    9.201780e+07    4.972607e+05
           0    1.079191e+08    4.972607e+05
           1    9.185708e+07    4.972607e+05
           3    9.145460e+07    4.972607e+05
