#       NCYC               I           I_err
           0    1.664798e+08    5.098085e+05
          26    1.368391e+08    5.098085e+05
          -1    1.287575e+08    5.098085e+05
           1    1.318819e+08    5.098085e+05
           0    1.671953e+08    5.098085e+05
           2    1.334239e+08    5.098085e+05
           6    1.358687e+08    5.098085e+05
           8    1.360165e+08    5.098085e+05
          12    1.376253e+08    5.098085e+05
           4    1.369261e+08    5.098085e+05
          20    1.376270e+08    5.098085e+05
           0    1.671767e+08    5.098085e+05
          16    1.372925e+08    5.098085e+05
           6    1.371223e+08    5.098085e+05
          22    1.381434e+08    5.098085e+05
          14    1.366199e+08    5.098085e+05
          24    1.365571e+08    5.098085e+05
          10    1.359004e+08    5.098085e+05
          18    1.374685e+08    5.098085e+05
          16    1.365435e+08    5.098085e+05
           0    1.672839e+08    5.098085e+05
           3    1.355241e+08    5.098085e+05
          29    1.374386e+08    5.098085e+05
           7    1.366996e+08    5.098085e+05
           9    1.363759e+08    5.098085e+05
           9    1.377398e+08    5.098085e+05
          11    1.376117e+08    5.098085e+05
          25    1.363156e+08    5.098085e+05
          13    1.370013e+08    5.098085e+05
           0    1.673781e+08    5.098085e+05
          15    1.371612e+08    5.098085e+05
          17    1.363963e+08    5.098085e+05
          -1    1.282083e+08    5.098085e+05
           0    1.661976e+08    5.098085e+05
           1    1.324576e+08    5.098085e+05
           3    1.351194e+08    5.098085e+05
