#       NCYC               I           I_err
           0    8.080505e+07    5.127994e+05
          26    6.834210e+07    5.127994e+05
          -1    6.764385e+07    5.127994e+05
           1    6.744314e+07    5.127994e+05
           0    8.124900e+07    5.127994e+05
           2    6.786557e+07    5.127994e+05
           6    6.801280e+07    5.127994e+05
           8    6.986162e+07    5.127994e+05
          12    6.865801e+07    5.127994e+05
           4    6.769804e+07    5.127994e+05
          20    6.933715e+07    5.127994e+05
           0    8.081509e+07    5.127994e+05
          16    6.954387e+07    5.127994e+05
           6    6.929384e+07    5.127994e+05
          22    6.912800e+07    5.127994e+05
          14    6.913894e+07    5.127994e+05
          24    7.006422e+07    5.127994e+05
          10    6.965628e+07    5.127994e+05
          18    6.916483e+07    5.127994e+05
          16    7.032916e+07    5.127994e+05
           0    8.227372e+07    5.127994e+05
           3    6.979617e+07    5.127994e+05
          29    6.981148e+07    5.127994e+05
           7    6.968380e+07    5.127994e+05
           9    6.840854e+07    5.127994e+05
           9    6.907294e+07    5.127994e+05
          11    6.881731e+07    5.127994e+05
          25    6.946378e+07    5.127994e+05
          13    6.965062e+07    5.127994e+05
           0    8.132907e+07    5.127994e+05
          15    6.927602e+07    5.127994e+05
          17    6.930173e+07    5.127994e+05
          -1    6.753031e+07    5.127994e+05
           0    8.098380e+07    5.127994e+05
           1    6.771161e+07    5.127994e+05
           3    6.815551e+07    5.127994e+05
