#       NCYC               I           I_err
           0    9.088632e+07    4.826001e+05
          26    7.538347e+07    4.826001e+05
          -1    7.399629e+07    4.826001e+05
           1    7.416708e+07    4.826001e+05
           0    8.956676e+07    4.826001e+05
           2    7.411413e+07    4.826001e+05
           6    7.376821e+07    4.826001e+05
           8    7.486558e+07    4.826001e+05
          12    7.429386e+07    4.826001e+05
           4    7.395763e+07    4.826001e+05
          20    7.488386e+07    4.826001e+05
           0    8.957442e+07    4.826001e+05
          16    7.419685e+07    4.826001e+05
           6    7.447541e+07    4.826001e+05
          22    7.431180e+07    4.826001e+05
          14    7.463846e+07    4.826001e+05
          24    7.361853e+07    4.826001e+05
          10    7.372047e+07    4.826001e+05
          18    7.391698e+07    4.826001e+05
          16    7.404198e+07    4.826001e+05
           0    8.989148e+07    4.826001e+05
           3    7.464686e+07    4.826001e+05
          29    7.491306e+07    4.826001e+05
           7    7.385110e+07    4.826001e+05
           9    7.479008e+07    4.826001e+05
           9    7.425544e+07    4.826001e+05
          11    7.447958e+07    4.826001e+05
          25    7.470362e+07    4.826001e+05
          13    7.467951e+07    4.826001e+05
           0    9.051874e+07    4.826001e+05
          15    7.408827e+07    4.826001e+05
          17    7.366036e+07    4.826001e+05
          -1    7.291549e+07    4.826001e+05
           0    8.878077e+07    4.826001e+05
           1    7.457368e+07    4.826001e+05
           3    7.370406e+07    4.826001e+05
