#       NCYC               I           I_err
           0    1.549931e+08    6.117892e+05
          26    1.320671e+08    6.117892e+05
          -1    1.292384e+08    6.117892e+05
           1    1.308086e+08    6.117892e+05
           0    1.547108e+08    6.117892e+05
           2    1.304298e+08    6.117892e+05
           6    1.307776e+08    6.117892e+05
           8    1.319894e+08    6.117892e+05
          12    1.306203e+08    6.117892e+05
           4    1.313993e+08    6.117892e+05
          20    1.319759e+08    6.117892e+05
           0    1.531127e+08    6.117892e+05
          16    1.316957e+08    6.117892e+05
           6    1.315460e+08    6.117892e+05
          22    1.323514e+08    6.117892e+05
          14    1.308804e+08    6.117892e+05
          24    1.311802e+08    6.117892e+05
          10    1.331032e+08    6.117892e+05
          18    1.311476e+08    6.117892e+05
          16    1.300206e+08    6.117892e+05
           0    1.551465e+08    6.117892e+05
           3    1.314943e+08    6.117892e+05
          29    1.310476e+08    6.117892e+05
           7    1.323303e+08    6.117892e+05
           9    1.339362e+08    6.117892e+05
           9    1.320064e+08    6.117892e+05
          11    1.310208e+08    6.117892e+05
          25    1.323701e+08    6.117892e+05
          13    1.330691e+08    6.117892e+05
           0    1.556477e+08    6.117892e+05
          15    1.312750e+08    6.117892e+05
          17    1.328292e+08    6.117892e+05
          -1    1.294222e+08    6.117892e+05
           0    1.552791e+08    6.117892e+05
           1    1.301095e+08    6.117892e+05
           3    1.303405e+08    6.117892e+05
