#       NCYC               I           I_err
           0    1.078815e+08    4.659199e+05
          26    9.350749e+07    4.659199e+05
          -1    9.216009e+07    4.659199e+05
           1    9.264859e+07    4.659199e+05
           0    1.075215e+08    4.659199e+05
           2    9.232641e+07    4.659199e+05
           6    9.338811e+07    4.659199e+05
           8    9.290526e+07    4.659199e+05
          12    9.205060e+07    4.659199e+05
           4    9.307650e+07    4.659199e+05
          20    9.230582e+07    4.659199e+05
           0    1.079538e+08    4.659199e+05
          16    9.181359e+07    4.659199e+05
           6    9.277332e+07    4.659199e+05
          22    9.285965e+07    4.659199e+05
          14    9.267457e+07    4.659199e+05
          24    9.251527e+07    4.659199e+05
          10    9.124766e+07    4.659199e+05
          18    9.214241e+07    4.659199e+05
          16    9.251403e+07    4.659199e+05
           0    1.076695e+08    4.659199e+05
           3    9.229955e+07    4.659199e+05
          29    9.222357e+07    4.659199e+05
           7    9.293131e+07    4.659199e+05
           9    9.221274e+07    4.659199e+05
           9    9.195902e+07    4.659199e+05
          11    9.253999e+07    4.659199e+05
          25    9.306684e+07    4.659199e+05
          13    9.162120e+07    4.659199e+05
           0    1.082013e+08    4.659199e+05
          15    9.314932e+07    4.659199e+05
          17    9.202395e+07    4.659199e+05
          -1    9.234335e+07    4.659199e+05
           0    1.082599e+08    4.659199e+05
           1    9.228461e+07    4.659199e+05
           3    9.175811e+07    4.659199e+05
