#       NCYC               I           I_err
           0    8.116040e+07    4.618778e+05
          26    7.099119e+07    4.618778e+05
          -1    7.041621e+07    4.618778e+05
           1    7.014628e+07    4.618778e+05
           0    8.120846e+07    4.618778e+05
           2    7.056918e+07    4.618778e+05
           6    7.047593e+07    4.618778e+05
           8    7.162065e+07    4.618778e+05
          12    7.168078e+07    4.618778e+05
           4    7.069307e+07    4.618778e+05
          20    7.152099e+07    4.618778e+05
           0    8.102830e+07    4.618778e+05
          16    7.015365e+07    4.618778e+05
           6    7.019881e+07    4.618778e+05
          22    7.133827e+07    4.618778e+05
          14    7.147613e+07    4.618778e+05
          24    7.130804e+07    4.618778e+05
          10    7.055899e+07    4.618778e+05
          18    6.964176e+07    4.618778e+05
          16    7.035858e+07    4.618778e+05
           0    8.129540e+07    4.618778e+05
           3    7.117902e+07    4.618778e+05
          29    7.129016e+07    4.618778e+05
           7    7.126965e+07    4.618778e+05
           9    7.022160e+07    4.618778e+05
           9    7.057969e+07    4.618778e+05
          11    7.109018e+07    4.618778e+05
          25    7.078729e+07    4.618778e+05
          13    7.084005e+07    4.618778e+05
           0    8.141895e+07    4.618778e+05
          15    7.173979e+07    4.618778e+05
          17    7.019092e+07    4.618778e+05
          -1    7.093711e+07    4.618778e+05
           0    8.144993e+07    4.618778e+05
           1    7.030126e+07    4.618778e+05
           3    7.085877e+07    4.618778e+05
