#       NCYC               I           I_err
           0    1.228466e+08    4.756992e+05
          26    1.035744e+08    4.756992e+05
          -1    1.037808e+08    4.756992e+05
           1    1.034288e+08    4.756992e+05
           0    1.220240e+08    4.756992e+05
           2    1.036981e+08    4.756992e+05
           6    1.051107e+08    4.756992e+05
           8    1.038910e+08    4.756992e+05
          12    1.045891e+08    4.756992e+05
           4    1.045780e+08    4.756992e+05
          20    1.041699e+08    4.756992e+05
           0    1.217476e+08    4.756992e+05
          16    1.031666e+08    4.756992e+05
           6    1.046412e+08    4.756992e+05
          22    1.042075e+08    4.756992e+05
          14    1.037272e+08    4.756992e+05
          24    1.044495e+08    4.756992e+05
          10    1.046654e+08    4.756992e+05
          18    1.035925e+08    4.756992e+05
          16    1.039539e+08    4.756992e+05
           0    1.208260e+08    4.756992e+05
           3    1.044150e+08    4.756992e+05
          29    1.039641e+08    4.756992e+05
           7    1.046638e+08    4.756992e+05
           9    1.039745e+08    4.756992e+05
           9    1.035934e+08    4.756992e+05
          11    1.031477e+08    4.756992e+05
          25    1.039308e+08    4.756992e+05
          13    1.042024e+08    4.756992e+05
           0    1.211471e+08    4.756992e+05
          15    1.043266e+08    4.756992e+05
          17    1.033922e+08    4.756992e+05
          -1    1.037292e+08    4.756992e+05
           0    1.208628e+08    4.756992e+05
           1    1.042684e+08    4.756992e+05
           3    1.035373e+08    4.756992e+05
