#       NCYC               I           I_err
           0    1.228850e+08    4.749551e+05
          26    1.004676e+08    4.749551e+05
          -1    1.000613e+08    4.749551e+05
           1    1.006605e+08    4.749551e+05
           0    1.224852e+08    4.749551e+05
           2    9.974230e+07    4.749551e+05
           6    1.005640e+08    4.749551e+05
           8    1.020242e+08    4.749551e+05
          12    1.014054e+08    4.749551e+05
           4    1.011738e+08    4.749551e+05
          20    1.016221e+08    4.749551e+05
           0    1.222781e+08    4.749551e+05
          16    1.000930e+08    4.749551e+05
           6    1.011359e+08    4.749551e+05
          22    1.016638e+08    4.749551e+05
          14    1.005616e+08    4.749551e+05
          24    1.017575e+08    4.749551e+05
          10    1.014571e+08    4.749551e+05
          18    1.010657e+08    4.749551e+05
          16    1.012268e+08    4.749551e+05
           0    1.219544e+08    4.749551e+05
           3    1.004597e+08    4.749551e+05
          29    1.015755e+08    4.749551e+05
           7    1.003292e+08    4.749551e+05
           9    1.009962e+08    4.749551e+05
           9    1.009968e+08    4.749551e+05
          11    1.014798e+08    4.749551e+05
          25    1.009037e+08    4.749551e+05
          13    1.010458e+08    4.749551e+05
           0    1.223778e+08    4.749551e+05
          15    1.008433e+08    4.749551e+05
          17    1.009292e+08    4.749551e+05
          -1    1.007230e+08    4.749551e+05
           0    1.227258e+08    4.749551e+05
           1    1.014290e+08    4.749551e+05
           3    1.008473e+08    4.749551e+05
