#       NCYC               I           I_err
           0    1.508848e+08    5.374878e+05
          26    1.250581e+08    5.374878e+05
          -1    1.229002e+08    5.374878e+05
           1    1.226793e+08    5.374878e+05
           0    1.507615e+08    5.374878e+05
           2    1.237270e+08    5.374878e+05
           6    1.242832e+08    5.374878e+05
           8    1.244287e+08    5.374878e+05
          12    1.233210e+08    5.374878e+05
           4    1.237756e+08    5.374878e+05
          20    1.247645e+08    5.374878e+05
           0    1.510824e+08    5.374878e+05
          16    1.247527e+08    5.374878e+05
           6    1.244841e+08    5.374878e+05
          22    1.242671e+08    5.374878e+05
          14    1.250347e+08    5.374878e+05
          24    1.240769e+08    5.374878e+05
          10    1.235284e+08    5.374878e+05
          18    1.223283e+08    5.374878e+05
          16    1.248879e+08    5.374878e+05
           0    1.508969e+08    5.374878e+05
           3    1.233968e+08    5.374878e+05
          29    1.243466e+08    5.374878e+05
           7    1.248963e+08    5.374878e+05
           9    1.240049e+08    5.374878e+05
           9    1.242634e+08    5.374878e+05
          11    1.240551e+08    5.374878e+05
          25    1.248100e+08    5.374878e+05
          13    1.247869e+08    5.374878e+05
           0    1.512226e+08    5.374878e+05
          15    1.241313e+08    5.374878e+05
          17    1.232410e+08    5.374878e+05
          -1    1.225182e+08    5.374878e+05
           0    1.511032e+08    5.374878e+05
           1    1.239730e+08    5.374878e+05
           3    1.232816e+08    5.374878e+05
