#       NCYC               I           I_err
           0    6.287374e+07    4.905013e+05
          26    5.355679e+07    4.905013e+05
          -1    5.064370e+07    4.905013e+05
           1    5.196295e+07    4.905013e+05
           0    6.348495e+07    4.905013e+05
           2    5.166617e+07    4.905013e+05
           6    5.283092e+07    4.905013e+05
           8    5.278944e+07    4.905013e+05
          12    5.357895e+07    4.905013e+05
           4    5.313791e+07    4.905013e+05
          20    5.274775e+07    4.905013e+05
           0    6.371118e+07    4.905013e+05
          16    5.225917e+07    4.905013e+05
           6    5.251386e+07    4.905013e+05
          22    5.213499e+07    4.905013e+05
          14    5.266111e+07    4.905013e+05
          24    5.279587e+07    4.905013e+05
          10    5.242891e+07    4.905013e+05
          18    5.285273e+07    4.905013e+05
          16    5.324874e+07    4.905013e+05
           0    6.236236e+07    4.905013e+05
           3    5.209136e+07    4.905013e+05
          29    5.277545e+07    4.905013e+05
           7    5.219418e+07    4.905013e+05
           9    5.342111e+07    4.905013e+05
           9    5.379753e+07    4.905013e+05
          11    5.280443e+07    4.905013e+05
          25    5.287122e+07    4.905013e+05
          13    5.341191e+07    4.905013e+05
           0    6.303343e+07    4.905013e+05
          15    5.251598e+07    4.905013e+05
          17    5.297948e+07    4.905013e+05
          -1    5.162777e+07    4.905013e+05
           0    6.367531e+07    4.905013e+05
           1    5.312027e+07    4.905013e+05
           3    5.225930e+07    4.905013e+05
