#       NCYC               I           I_err
           0    1.486844e+08    4.573371e+05
          26    1.357524e+08    4.573371e+05
          -1    1.358375e+08    4.573371e+05
           1    1.351330e+08    4.573371e+05
           0    1.488941e+08    4.573371e+05
           2    1.361864e+08    4.573371e+05
           6    1.357073e+08    4.573371e+05
           8    1.351537e+08    4.573371e+05
          12    1.357113e+08    4.573371e+05
           4    1.354475e+08    4.573371e+05
          20    1.358616e+08    4.573371e+05
           0    1.485683e+08    4.573371e+05
          16    1.340065e+08    4.573371e+05
           6    1.354333e+08    4.573371e+05
          22    1.356936e+08    4.573371e+05
          14    1.358360e+08    4.573371e+05
          24    1.361364e+08    4.573371e+05
          10    1.358233e+08    4.573371e+05
          18    1.355277e+08    4.573371e+05
          16    1.359016e+08    4.573371e+05
           0    1.489784e+08    4.573371e+05
           3    1.361222e+08    4.573371e+05
          29    1.369547e+08    4.573371e+05
           7    1.363518e+08    4.573371e+05
           9    1.362630e+08    4.573371e+05
           9    1.364882e+08    4.573371e+05
          11    1.364012e+08    4.573371e+05
          25    1.361618e+08    4.573371e+05
          13    1.359931e+08    4.573371e+05
           0    1.485108e+08    4.573371e+05
          15    1.361248e+08    4.573371e+05
          17    1.371072e+08    4.573371e+05
          -1    1.358430e+08    4.573371e+05
           0    1.481156e+08    4.573371e+05
           1    1.351651e+08    4.573371e+05
           3    1.361690e+08    4.573371e+05
