#       NCYC               I           I_err
           0    1.185851e+08    4.736360e+05
          26    1.010862e+08    4.736360e+05
          -1    1.001577e+08    4.736360e+05
           1    1.013955e+08    4.736360e+05
           0    1.182709e+08    4.736360e+05
           2    1.017328e+08    4.736360e+05
           6    1.005778e+08    4.736360e+05
           8    1.006749e+08    4.736360e+05
          12    1.013885e+08    4.736360e+05
           4    1.013733e+08    4.736360e+05
          20    1.011182e+08    4.736360e+05
           0    1.185185e+08    4.736360e+05
          16    1.008320e+08    4.736360e+05
           6    1.006826e+08    4.736360e+05
          22    1.007434e+08    4.736360e+05
          14    1.008529e+08    4.736360e+05
          24    1.015660e+08    4.736360e+05
          10    1.014531e+08    4.736360e+05
          18    1.007308e+08    4.736360e+05
          16    1.011796e+08    4.736360e+05
           0    1.184094e+08    4.736360e+05
           3    1.011622e+08    4.736360e+05
          29    1.020121e+08    4.736360e+05
           7    1.007976e+08    4.736360e+05
           9    1.007782e+08    4.736360e+05
           9    1.017070e+08    4.736360e+05
          11    1.011684e+08    4.736360e+05
          25    1.020556e+08    4.736360e+05
          13    1.015628e+08    4.736360e+05
           0    1.181935e+08    4.736360e+05
          15    1.010266e+08    4.736360e+05
          17    1.016076e+08    4.736360e+05
          -1    1.002314e+08    4.736360e+05
           0    1.181878e+08    4.736360e+05
           1    1.016068e+08    4.736360e+05
           3    1.007807e+08    4.736360e+05
