#       NCYC               I           I_err
           0    9.683753e+07    5.118376e+05
          26    7.701361e+07    5.118376e+05
          -1    7.018294e+07    5.118376e+05
           1    7.117785e+07    5.118376e+05
           0    9.675999e+07    5.118376e+05
           2    7.087653e+07    5.118376e+05
           6    7.542463e+07    5.118376e+05
           8    7.640094e+07    5.118376e+05
          12    7.632578e+07    5.118376e+05
           4    7.366227e+07    5.118376e+05
          20    7.643340e+07    5.118376e+05
           0    9.758746e+07    5.118376e+05
          16    7.584668e+07    5.118376e+05
           6    7.504804e+07    5.118376e+05
          22    7.538331e+07    5.118376e+05
          14    7.673931e+07    5.118376e+05
          24    7.621685e+07    5.118376e+05
          10    7.527730e+07    5.118376e+05
          18    7.604951e+07    5.118376e+05
          16    7.615463e+07    5.118376e+05
           0    9.688747e+07    5.118376e+05
           3    7.242095e+07    5.118376e+05
          29    7.758877e+07    5.118376e+05
           7    7.552215e+07    5.118376e+05
           9    7.564880e+07    5.118376e+05
           9    7.534691e+07    5.118376e+05
          11    7.579740e+07    5.118376e+05
          25    7.641755e+07    5.118376e+05
          13    7.603055e+07    5.118376e+05
           0    9.650759e+07    5.118376e+05
          15    7.623802e+07    5.118376e+05
          17    7.538969e+07    5.118376e+05
          -1    6.984535e+07    5.118376e+05
           0    9.724061e+07    5.118376e+05
           1    7.071909e+07    5.118376e+05
           3    7.228912e+07    5.118376e+05
