# Name:      29N-H
# y_ppm:  130.17222    0.00004
# yw_hz:   19.10075    0.04106
# y_eta:    0.00000    0.00000
# x_ppm:  124.73945    0.00004
# xw_hz:   27.28144    0.05977
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    5.271074e+04    6.000000e+02
          40    3.079712e+04    6.000000e+02
           1    1.477915e+04    6.000000e+02
          36    3.069957e+04    6.000000e+02
           2    1.503283e+04    6.000000e+02
          33    3.089728e+04    6.000000e+02
           4    1.601896e+04    6.000000e+02
          30    3.006566e+04    6.000000e+02
           6    1.822915e+04    6.000000e+02
          27    3.005794e+04    6.000000e+02
           8    1.997748e+04    6.000000e+02
          24    2.952266e+04    6.000000e+02
          10    2.248203e+04    6.000000e+02
          21    2.909153e+04    6.000000e+02
          12    2.421854e+04    6.000000e+02
          18    2.793439e+04    6.000000e+02
          15    2.658272e+04    6.000000e+02
          40    3.124800e+04    6.000000e+02
           1    1.477414e+04    6.000000e+02
          12    2.431134e+04    6.000000e+02
