# Name:     104N-H
# y_ppm:  123.42721    0.00007
# yw_hz:   18.06159    0.06580
# y_eta:    0.00000    0.00000
# x_ppm:  122.38307    0.00007
# xw_hz:   29.29310    0.10549
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    5.919312e+04    6.000000e+02
          40    3.498465e+04    6.000000e+02
           1    1.613031e+04    6.000000e+02
          36    3.360648e+04    6.000000e+02
           2    1.599256e+04    6.000000e+02
          33    3.247354e+04    6.000000e+02
           4    1.748711e+04    6.000000e+02
          30    3.254459e+04    6.000000e+02
           6    1.666656e+04    6.000000e+02
          27    3.107780e+04    6.000000e+02
           8    1.696878e+04    6.000000e+02
          24    2.969693e+04    6.000000e+02
          10    1.763390e+04    6.000000e+02
          21    2.814551e+04    6.000000e+02
          12    1.994243e+04    6.000000e+02
          18    2.555675e+04    6.000000e+02
          15    2.363774e+04    6.000000e+02
          40    3.495515e+04    6.000000e+02
           1    1.603281e+04    6.000000e+02
          12    2.020955e+04    6.000000e+02
