# Name:     105N-H
# y_ppm:  117.52338    0.00012
# yw_hz:   18.01851    0.09830
# y_eta:    0.00000    0.00000
# x_ppm:  114.78958    0.00012
# xw_hz:   25.27818    0.15956
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    7.702376e+04    6.000000e+02
          40    4.795101e+04    6.000000e+02
           1    2.486356e+04    6.000000e+02
          36    4.653979e+04    6.000000e+02
           2    2.648574e+04    6.000000e+02
          33    4.732792e+04    6.000000e+02
           4    2.762765e+04    6.000000e+02
          30    4.648911e+04    6.000000e+02
           6    3.062326e+04    6.000000e+02
          27    4.715658e+04    6.000000e+02
           8    3.439595e+04    6.000000e+02
          24    4.590431e+04    6.000000e+02
          10    3.711568e+04    6.000000e+02
          21    4.487916e+04    6.000000e+02
          12    3.977862e+04    6.000000e+02
          18    4.339415e+04    6.000000e+02
          15    4.192382e+04    6.000000e+02
          40    4.778359e+04    6.000000e+02
           1    2.421787e+04    6.000000e+02
          12    3.928993e+04    6.000000e+02
