# Name:      75N-H
# y_ppm:  119.92565    0.00028
# yw_hz:   16.78880    0.18255
# y_eta:    0.00000    0.00000
# x_ppm:  119.70769    0.00017
# xw_hz:   21.66163    0.17012
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    7.128339e+04    6.000000e+02
          40    4.752597e+04    6.000000e+02
           1    2.413362e+04    6.000000e+02
          36    4.709387e+04    6.000000e+02
           2    2.487974e+04    6.000000e+02
          33    4.741178e+04    6.000000e+02
           4    2.658054e+04    6.000000e+02
          30    4.690993e+04    6.000000e+02
           6    2.918711e+04    6.000000e+02
          27    4.597439e+04    6.000000e+02
           8    3.225127e+04    6.000000e+02
          24    4.500675e+04    6.000000e+02
          10    3.636299e+04    6.000000e+02
          21    4.406831e+04    6.000000e+02
          12    3.844904e+04    6.000000e+02
          18    4.369800e+04    6.000000e+02
          15    4.181966e+04    6.000000e+02
          40    4.795965e+04    6.000000e+02
           1    2.386269e+04    6.000000e+02
          12    3.871021e+04    6.000000e+02
