# Name:     121N-H
# y_ppm:  118.63632    0.00012
# yw_hz:   15.46570    0.08035
# y_eta:    0.00000    0.00000
# x_ppm:  116.21349    0.00009
# xw_hz:   23.68695    0.08454
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    1.171703e+05    6.000000e+02
          40    7.879308e+04    6.000000e+02
           1    4.137087e+04    6.000000e+02
          36    7.744570e+04    6.000000e+02
           2    4.408520e+04    6.000000e+02
          33    7.786893e+04    6.000000e+02
           4    4.902786e+04    6.000000e+02
          30    7.831385e+04    6.000000e+02
           6    5.614714e+04    6.000000e+02
          27    7.722171e+04    6.000000e+02
           8    6.244065e+04    6.000000e+02
          24    7.632846e+04    6.000000e+02
          10    6.574448e+04    6.000000e+02
          21    7.522935e+04    6.000000e+02
          12    6.836929e+04    6.000000e+02
          18    7.456038e+04    6.000000e+02
          15    7.161990e+04    6.000000e+02
          40    7.903566e+04    6.000000e+02
           1    4.153656e+04    6.000000e+02
          12    6.815064e+04    6.000000e+02
