# Name:     103N-H
# y_ppm:  120.40392    0.00041
# yw_hz:   29.80169    0.40178
# y_eta:    0.00000    0.00000
# x_ppm:  116.13891    0.00024
# xw_hz:   28.77276    0.36375
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    4.514913e+04    6.000000e+02
          40    2.923021e+04    6.000000e+02
           1    1.413406e+04    6.000000e+02
          36    2.900034e+04    6.000000e+02
           2    1.461991e+04    6.000000e+02
          33    2.842106e+04    6.000000e+02
           4    1.530116e+04    6.000000e+02
          30    2.798803e+04    6.000000e+02
           6    1.572676e+04    6.000000e+02
          27    2.818996e+04    6.000000e+02
           8    1.771835e+04    6.000000e+02
          24    2.694774e+04    6.000000e+02
          10    1.980795e+04    6.000000e+02
          21    2.596050e+04    6.000000e+02
          12    2.158345e+04    6.000000e+02
          18    2.476506e+04    6.000000e+02
          15    2.390627e+04    6.000000e+02
          40    2.904623e+04    6.000000e+02
           1    1.399930e+04    6.000000e+02
          12    2.113697e+04    6.000000e+02
