# Name:      70N-H
# y_ppm:  123.40778    0.00004
# yw_hz:   12.87366    0.03982
# y_eta:    0.00000    0.00000
# x_ppm:  117.29060    0.00005
# xw_hz:   25.89783    0.07650
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    1.130626e+05    6.000000e+02
          40    7.215683e+04    6.000000e+02
           1    3.947352e+04    6.000000e+02
          36    7.066849e+04    6.000000e+02
           2    4.086072e+04    6.000000e+02
          33    7.155858e+04    6.000000e+02
           4    4.471926e+04    6.000000e+02
          30    7.136662e+04    6.000000e+02
           6    5.055768e+04    6.000000e+02
          27    7.008561e+04    6.000000e+02
           8    5.489685e+04    6.000000e+02
          24    6.982624e+04    6.000000e+02
          10    6.035069e+04    6.000000e+02
          21    6.840369e+04    6.000000e+02
          12    6.267991e+04    6.000000e+02
          18    6.747755e+04    6.000000e+02
          15    6.588918e+04    6.000000e+02
          40    7.215405e+04    6.000000e+02
           1    3.960130e+04    6.000000e+02
          12    6.215064e+04    6.000000e+02
