# Name:     115N-H
# y_ppm:  114.60973    0.00003
# yw_hz:   12.12123    0.02314
# y_eta:    0.00000    0.00000
# x_ppm:  113.93860    0.00003
# xw_hz:   23.81902    0.04472
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    1.767478e+05    6.000000e+02
          40    1.205706e+05    6.000000e+02
           1    6.131817e+04    6.000000e+02
          36    1.195831e+05    6.000000e+02
           2    6.384993e+04    6.000000e+02
          33    1.204066e+05    6.000000e+02
           4    7.127445e+04    6.000000e+02
          30    1.186972e+05    6.000000e+02
           6    7.897387e+04    6.000000e+02
          27    1.183226e+05    6.000000e+02
           8    8.808552e+04    6.000000e+02
          24    1.157986e+05    6.000000e+02
          10    9.569134e+04    6.000000e+02
          21    1.144048e+05    6.000000e+02
          12    1.012252e+05    6.000000e+02
          18    1.124247e+05    6.000000e+02
          15    1.079210e+05    6.000000e+02
          40    1.209309e+05    6.000000e+02
           1    6.245336e+04    6.000000e+02
          12    1.012655e+05    6.000000e+02
