# Name:       8N-H
# y_ppm:  123.73920    0.00007
# yw_hz:   20.68865    0.06724
# y_eta:    0.00000    0.00000
# x_ppm:  117.96935    0.00005
# xw_hz:   21.44768    0.07143
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
           0    6.584982e+04    6.000000e+02
          40    4.361862e+04    6.000000e+02
           1    2.974324e+04    6.000000e+02
          36    4.326678e+04    6.000000e+02
           2    3.124049e+04    6.000000e+02
          33    4.359616e+04    6.000000e+02
           4    3.440240e+04    6.000000e+02
          30    4.396463e+04    6.000000e+02
           6    3.682922e+04    6.000000e+02
          27    4.337608e+04    6.000000e+02
           8    3.869886e+04    6.000000e+02
          24    4.324321e+04    6.000000e+02
          10    3.982732e+04    6.000000e+02
          21    4.380680e+04    6.000000e+02
          12    4.128124e+04    6.000000e+02
          18    4.343266e+04    6.000000e+02
          15    4.239448e+04    6.000000e+02
          40    4.355804e+04    6.000000e+02
           1    2.980760e+04    6.000000e+02
          12    4.065105e+04    6.000000e+02
