50N-HN      499.2 5.0e-01 1.000e+04 1.3e+01  1.0  1.00000  0.00322  0.99979
50N-HN      499.2 5.0e-01 7.500e+02 1.3e+01  1.0  0.41152  0.00322  0.41571
50N-HN      499.2 5.0e-01 7.250e+02 1.3e+01  1.0  0.40954  0.00322  0.41104
50N-HN      499.2 5.0e-01 7.000e+02 1.3e+01  1.0  0.40439  0.00322  0.40366
50N-HN      499.2 5.0e-01 6.750e+02 1.3e+01  1.0  0.39505  0.00322  0.39120
50N-HN      499.2 5.0e-01 6.500e+02 1.3e+01  1.0  0.37571  0.00322  0.36779
50N-HN      499.2 5.0e-01 6.250e+02 1.3e+01  1.0  0.31698  0.00322  0.31740
50N-HN      499.2 5.0e-01 6.000e+02 1.3e+01  1.0  0.19553  0.00322  0.19311
50N-HN      499.2 5.0e-01 5.750e+02 1.3e+01  1.0  0.00975  0.00322  0.00648
50N-HN      499.2 5.0e-01 5.500e+02 1.3e+01  1.0  0.01008  0.00322  0.01235
50N-HN      499.2 5.0e-01 5.250e+02 1.3e+01  1.0  0.19992  0.00322  0.20430
50N-HN      499.2 5.0e-01 5.000e+02 1.3e+01  1.0  0.32309  0.00322  0.31936
50N-HN      499.2 5.0e-01 4.750e+02 1.3e+01  1.0  0.36594  0.00322  0.36679
50N-HN      499.2 5.0e-01 4.500e+02 1.3e+01  1.0  0.39011  0.00322  0.38923
50N-HN      499.2 5.0e-01 4.250e+02 1.3e+01  1.0  0.40565  0.00322  0.40127
50N-HN      499.2 5.0e-01 4.000e+02 1.3e+01  1.0  0.40605  0.00322  0.40837
50N-HN      499.2 5.0e-01 3.750e+02 1.3e+01  1.0  0.40786  0.00322  0.41275
50N-HN      499.2 5.0e-01 3.500e+02 1.3e+01  1.0  0.41611  0.00322  0.41553
50N-HN      499.2 5.0e-01 3.250e+02 1.3e+01  1.0  0.41401  0.00322  0.41718
50N-HN      499.2 5.0e-01 3.000e+02 1.3e+01  1.0  0.41299  0.00322  0.41794
50N-HN      499.2 5.0e-01 2.750e+02 1.3e+01  1.0  0.41808  0.00322  0.41776
50N-HN      499.2 5.0e-01 2.500e+02 1.3e+01  1.0  0.41292  0.00322  0.41627
50N-HN      499.2 5.0e-01 2.250e+02 1.3e+01  1.0  0.41240  0.00322  0.41230
50N-HN      499.2 5.0e-01 2.000e+02 1.3e+01  1.0  0.40354  0.00322  0.40236
50N-HN      499.2 5.0e-01 1.750e+02 1.3e+01  1.0  0.37685  0.00322  0.37588
50N-HN      499.2 5.0e-01 1.500e+02 1.3e+01  1.0  0.33675  0.00322  0.33929
50N-HN      499.2 5.0e-01 1.250e+02 1.3e+01  1.0  0.37489  0.00322  0.37744
50N-HN      499.2 5.0e-01 1.000e+02 1.3e+01  1.0  0.40630  0.00322  0.40696
50N-HN      499.2 5.0e-01 7.500e+01 1.3e+01  1.0  0.41861  0.00322  0.41780
50N-HN      499.2 5.0e-01 5.000e+01 1.3e+01  1.0  0.42192  0.00322  0.42239
50N-HN      499.2 5.0e-01 2.500e+01 1.3e+01  1.0  0.42519  0.00322  0.42469
50N-HN      499.2 5.0e-01 -0.000e+00 1.3e+01  1.0  0.42519  0.00322  0.42602
50N-HN      499.2 5.0e-01 -2.500e+01 1.3e+01  1.0  0.42859  0.00322  0.42686
50N-HN      499.2 5.0e-01 -5.000e+01 1.3e+01  1.0  0.42926  0.00322  0.42742
50N-HN      499.2 5.0e-01 -7.500e+01 1.3e+01  1.0  0.42652  0.00322  0.42783
50N-HN      499.2 5.0e-01 -1.000e+02 1.3e+01  1.0  0.42642  0.00322  0.42814
50N-HN      499.2 5.0e-01 -1.250e+02 1.3e+01  1.0  0.43033  0.00322  0.42837
50N-HN      499.2 5.0e-01 -1.500e+02 1.3e+01  1.0  0.42457  0.00322  0.42857
50N-HN      499.2 5.0e-01 -1.750e+02 1.3e+01  1.0  0.43320  0.00322  0.42872
50N-HN      499.2 5.0e-01 -2.000e+02 1.3e+01  1.0  0.43251  0.00322  0.42885
50N-HN      499.2 5.0e-01 -2.250e+02 1.3e+01  1.0  0.43017  0.00322  0.42896
50N-HN      499.2 5.0e-01 -2.500e+02 1.3e+01  1.0  0.42775  0.00322  0.42905
