#
#       Peak Name  Conv_flg Overlap_flg
#         103N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   130.078    10.185
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.3005182e+02  1.5793610e-04
# w1(Hz)        1.5998417e+01  2.5656541e-02
# g1            8.0995477e-01  9.0146451e-03
# f02(ppm)      1.0183744e+01  1.6541327e-05
# w2(Hz)        1.6010836e+01  2.6790856e-02
# g2            5.5744728e-01  6.1306256e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    6.4014009e+04  3.1530442e+02
   3.000e+01    5.7115760e+04  3.0110345e+02
   1.000e+00    5.6839509e+04  3.0055531e+02
   2.800e+01    5.7317257e+04  3.0150429e+02
   2.000e+00    5.7074414e+04  3.0102130e+02
   2.600e+01    5.7135428e+04  3.0114253e+02
   3.000e+00    5.7032636e+04  3.0093834e+02
   2.400e+01    5.7349777e+04  3.0156907e+02
   4.000e+00    5.7202228e+04  3.0127535e+02
   2.200e+01    5.7101943e+04  3.0107599e+02
   5.000e+00    5.7041970e+04  3.0095687e+02
   2.000e+01    5.7232433e+04  3.0133544e+02
   6.000e+00    5.7237342e+04  3.0134521e+02
   1.800e+01    5.7081244e+04  3.0103487e+02
   7.000e+00    5.6943343e+04  3.0076114e+02
   1.600e+01    5.7359645e+04  3.0158873e+02
   8.000e+00    5.7067668e+04  3.0100790e+02
   1.400e+01    5.7045362e+04  3.0096360e+02
   9.000e+00    5.7095624e+04  3.0106343e+02
   1.300e+01    5.7202174e+04  3.0127524e+02
   1.000e+01    5.7090447e+04  3.0105315e+02
   1.200e+01    5.7092339e+04  3.0105691e+02
   1.100e+01    5.6908815e+04  3.0069267e+02
   2.000e+00    5.7150700e+04  3.0117289e+02
   2.800e+01    5.7192226e+04  3.0125546e+02
   8.000e+00    5.6899740e+04  3.0067468e+02
