#
#       Peak Name  Conv_flg Overlap_flg
#           3N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.250     7.829
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1626965e+02  1.8065711e-04
# w1(Hz)        1.4713660e+01  2.9219691e-02
# g1            7.2680224e-01  9.5174558e-03
# f02(ppm)      7.8260646e+00  2.0359850e-05
# w2(Hz)        1.6095148e+01  3.2534784e-02
# g2            6.0170684e-01  7.7430990e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    5.7051816e+04  3.2995980e+02
   3.000e+01    4.9629023e+04  3.1349644e+02
   1.000e+00    4.9506596e+04  3.1323738e+02
   2.800e+01    4.9863191e+04  3.1399314e+02
   2.000e+00    4.9495689e+04  3.1321432e+02
   2.600e+01    4.9822827e+04  3.1390741e+02
   3.000e+00    4.9799485e+04  3.1385786e+02
   2.400e+01    4.9668067e+04  3.1357915e+02
   4.000e+00    4.9996793e+04  3.1427722e+02
   2.200e+01    5.0003737e+04  3.1429200e+02
   5.000e+00    4.9917445e+04  3.1410844e+02
   2.000e+01    4.9674525e+04  3.1359284e+02
   6.000e+00    4.9864322e+04  3.1399554e+02
   1.800e+01    4.9819958e+04  3.1390132e+02
   7.000e+00    4.9919865e+04  3.1411359e+02
   1.600e+01    5.0048575e+04  3.1438746e+02
   8.000e+00    4.9859525e+04  3.1398535e+02
   1.400e+01    4.9709236e+04  3.1366641e+02
   9.000e+00    4.9725521e+04  3.1370094e+02
   1.300e+01    4.9813889e+04  3.1388844e+02
   1.000e+01    4.9653636e+04  3.1354858e+02
   1.200e+01    4.9654827e+04  3.1355110e+02
   1.100e+01    4.9751887e+04  3.1375686e+02
   2.000e+00    4.9686391e+04  3.1361798e+02
   2.800e+01    4.9927359e+04  3.1412952e+02
   8.000e+00    4.9795591e+04  3.1384959e+02
