#
#       Peak Name  Overlap_group
#          75N-HN              4
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   119.094     8.029
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1909706e+02  7.5386746e-04 
# w1(Hz)        1.1360122e+01  1.0328854e-01 
# g1            1.1984933e+00  5.4953461e-02 
# f02(ppm)      8.0314178e+00  1.7279611e-04 
# w2(Hz)        2.4542009e+01  2.2939968e-01 
# g2            1.3366603e+00  8.6761860e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    2.4257472e+04  8.3930645e+02
   2.400e+01    1.7361398e+04  6.6062129e+02
   2.000e+00    1.7131531e+04  6.5556680e+02
   2.000e+01    1.7583352e+04  6.6593675e+02
   4.000e+00    1.7093996e+04  6.5439182e+02
   1.800e+01    1.7262208e+04  6.5857594e+02
   6.000e+00    1.6807585e+04  6.4784906e+02
   1.600e+01    1.7319351e+04  6.5987125e+02
   8.000e+00    1.7354422e+04  6.6044444e+02
   1.400e+01    1.7112807e+04  6.5470797e+02
   1.000e+01    1.7201569e+04  6.5682557e+02
   1.200e+01    1.7131852e+04  6.5533960e+02
   2.000e+00    1.7168649e+04  6.5648118e+02
   8.000e+00    1.6852284e+04  6.4881322e+02
   1.600e+01    1.6927491e+04  6.5060843e+02
