#
#       Peak Name  Overlap_group
#         123N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   114.154     6.784
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1414411e+02  9.0809281e-04 
# w1(Hz)        1.2744255e+01  2.0323073e-01 
# g1           -1.5137024e-01  2.2279674e-02 
# f02(ppm)      6.7864561e+00  1.8131690e-04 
# w2(Hz)        2.5816619e+01  3.7844273e-01 
# g2           -5.0224542e-02  2.4428841e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.1513857e+05  2.1015359e+03
   2.400e+01    8.7909331e+04  1.9512326e+03
   2.000e+00    8.7712327e+04  1.9502623e+03
   2.000e+01    8.7988829e+04  1.9516343e+03
   4.000e+00    8.6971421e+04  1.9466123e+03
   1.800e+01    8.8076908e+04  1.9520688e+03
   6.000e+00    8.7826550e+04  1.9508242e+03
   1.600e+01    8.9046311e+04  1.9569069e+03
   8.000e+00    8.9457920e+04  1.9589849e+03
   1.400e+01    8.8472050e+04  1.9540352e+03
   1.000e+01    8.8324566e+04  1.9533050e+03
   1.200e+01    8.8340372e+04  1.9533842e+03
   2.000e+00    8.7701936e+04  1.9502060e+03
   8.000e+00    8.8651596e+04  1.9549329e+03
   1.600e+01    8.7583804e+04  1.9496295e+03
