#
#       Peak Name  Overlap_group
#          73N-HN             13
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   121.091     8.237
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2109622e+02  1.6083207e-04 
# w1(Hz)        1.2346832e+01  2.3154349e-02 
# g1            8.6193883e-01  1.2177253e-02 
# f02(ppm)      8.2369917e+00  3.3572171e-05 
# w2(Hz)        2.2849589e+01  5.2373271e-02 
# g2            4.0069086e-01  7.2545669e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    7.8389237e+04  4.5099214e+02
   2.400e+01    6.0028230e+04  3.7724417e+02
   2.000e+00    5.9330052e+04  3.7459227e+02
   2.000e+01    6.0169561e+04  3.7771352e+02
   4.000e+00    6.0196581e+04  3.7767095e+02
   1.800e+01    6.0458943e+04  3.7874559e+02
   6.000e+00    5.9870146e+04  3.7648679e+02
   1.600e+01    5.9926756e+04  3.7689923e+02
   8.000e+00    5.9630925e+04  3.7567115e+02
   1.400e+01    6.0226225e+04  3.7788954e+02
   1.000e+01    5.9820997e+04  3.7642259e+02
   1.200e+01    5.9690931e+04  3.7596185e+02
   2.000e+00    5.9653317e+04  3.7559331e+02
   8.000e+00    5.9901225e+04  3.7650417e+02
   1.600e+01    5.9886615e+04  3.7680063e+02
