#
#       Peak Name  Overlap_group
#         125N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.440     7.591
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2043848e+02  3.3625240e-03 
# w1(Hz)        1.9251708e+01  8.0537932e-01 
# g1           -7.6884663e-01  2.3190927e-02 
# f02(ppm)      7.5897493e+00  5.1262668e-04 
# w2(Hz)        3.5848549e+01  9.5142608e-01 
# g2            2.8313435e-01  9.5592501e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    3.2025775e+05  1.7597169e+04
   2.400e+01    2.3964374e+05  1.4762857e+04
   2.000e+00    2.3820919e+05  1.4715705e+04
   2.000e+01    2.3789273e+05  1.4705310e+04
   4.000e+00    2.4113897e+05  1.4812426e+04
   1.800e+01    2.3880138e+05  1.4735169e+04
   6.000e+00    2.3979769e+05  1.4767972e+04
   1.600e+01    2.3838212e+05  1.4721242e+04
   8.000e+00    2.3936491e+05  1.4753763e+04
   1.400e+01    2.4009082e+05  1.4777559e+04
   1.000e+01    2.3831555e+05  1.4719115e+04
   1.200e+01    2.4009430e+05  1.4777661e+04
   2.000e+00    2.3741607e+05  1.4689660e+04
   8.000e+00    2.3847236e+05  1.4724142e+04
   1.600e+01    2.3745165e+05  1.4690650e+04
