#
#       Peak Name  Overlap_group
#         122N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.739     8.832
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2073611e+02  1.7605172e-04 
# w1(Hz)        1.1049832e+01  2.5018676e-02 
# g1            9.9788308e-01  1.1536935e-02 
# f02(ppm)      8.8318999e+00  5.1644679e-05 
# w2(Hz)        2.7233052e+01  1.0494609e-01 
# g2           -4.4378301e-03  6.9455884e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    6.4131135e+04  3.5757147e+02
   2.400e+01    4.7105890e+04  3.1376861e+02
   2.000e+00    4.6723796e+04  3.1288113e+02
   2.000e+01    4.7601954e+04  3.1493073e+02
   4.000e+00    4.8087815e+04  3.1607385e+02
   1.800e+01    4.7207979e+04  3.1400945e+02
   6.000e+00    4.7285534e+04  3.1418981e+02
   1.600e+01    4.7985474e+04  3.1583340e+02
   8.000e+00    4.7154981e+04  3.1388462e+02
   1.400e+01    4.7260310e+04  3.1413007e+02
   1.000e+01    4.7480011e+04  3.1464511e+02
   1.200e+01    4.7620950e+04  3.1497573e+02
   2.000e+00    4.7167968e+04  3.1391592e+02
   8.000e+00    4.7259711e+04  3.1412985e+02
   1.600e+01    4.7443016e+04  3.1455949e+02
