#
#       Peak Name  Conv_flg Overlap_flg
#           8N-HN         1           0
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   114.803     7.315
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1484111e+02  1.4044631e-04
# w1(Hz)        1.5636083e+01  2.3563166e-02
# g1            6.3516787e-01  6.9030081e-03
# f02(ppm)      7.3066751e+00  1.5581760e-05
# w2(Hz)        1.6917473e+01  2.5453490e-02
# g2            5.5048822e-01  5.6434752e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    3.2096256e+04  1.4679956e+02
   3.000e+01    2.9324478e+04  1.4248587e+02
   1.000e+00    2.5088969e+04  1.3642977e+02
   2.700e+01    2.9436157e+04  1.4265450e+02
   2.000e+00    2.6584956e+04  1.3849058e+02
   2.400e+01    2.9747822e+04  1.4312751e+02
   3.000e+00    2.7695898e+04  1.4007722e+02
   2.100e+01    2.9382879e+04  1.4257396e+02
   4.000e+00    2.8156720e+04  1.4074891e+02
   1.800e+01    2.9337310e+04  1.4250525e+02
   5.000e+00    2.8576780e+04  1.4136802e+02
   1.500e+01    2.9437670e+04  1.4265676e+02
   6.000e+00    2.9105590e+04  1.4215655e+02
   1.200e+01    2.9438405e+04  1.4265791e+02
   7.000e+00    2.8888476e+04  1.4183159e+02
   1.000e+01    2.9282040e+04  1.4242191e+02
   8.000e+00    2.9301842e+04  1.4245167e+02
   4.000e+00    2.8353221e+04  1.4103772e+02
   1.000e+00    2.5086398e+04  1.3642630e+02
   2.700e+01    2.9425867e+04  1.4263894e+02
