#
#       Peak Name  Overlap_group
#          15N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   119.770     8.391
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1977287e+02  8.8258637e-05 
# w1(Hz)        1.0145939e+01  1.2341926e-02 
# g1            1.0087680e+00  6.0421118e-03 
# f02(ppm)      8.3926512e+00  1.5888667e-05 
# w2(Hz)        1.8226018e+01  2.1519502e-02 
# g2            1.1294861e+00  6.5925343e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.2456529e+04  1.5492970e+02
   3.000e+01    3.5865116e+04  1.4409765e+02
   2.000e+00    3.5502804e+04  1.4353416e+02
   2.800e+01    3.5815234e+04  1.4401925e+02
   4.000e+00    3.5880762e+04  1.4412289e+02
   2.600e+01    3.5747787e+04  1.4391599e+02
   6.000e+00    3.5676466e+04  1.4380550e+02
   2.400e+01    3.5873570e+04  1.4411244e+02
   8.000e+00    3.5677015e+04  1.4380525e+02
   2.200e+01    3.6023611e+04  1.4434476e+02
   1.000e+01    3.5581143e+04  1.4365611e+02
   2.000e+01    3.5824667e+04  1.4403450e+02
   1.200e+01    3.5724204e+04  1.4387685e+02
   1.800e+01    3.5666207e+04  1.4378920e+02
   1.400e+01    3.5895068e+04  1.4414541e+02
   1.600e+01    3.5657475e+04  1.4377471e+02
   2.800e+01    3.6070969e+04  1.4442289e+02
   1.200e+01    3.5694770e+04  1.4383426e+02
