# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  1.14367e+06
# Free Parameters:           48
# Data Points    :        16992
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.3740e+00  1.2364e+02 -4.6636e+04 -5.1040e+03 
 7.3779e+00  1.2364e+02 -4.8913e+04 -7.3449e+03 
 7.3818e+00  1.2364e+02 -5.1694e+04 -9.7301e+03 
 7.3857e+00  1.2364e+02 -5.4521e+04 -1.1968e+04 
 7.3897e+00  1.2364e+02 -5.7038e+04 -1.3790e+04 
 7.3936e+00  1.2364e+02 -6.0139e+04 -1.5071e+04 
 7.3975e+00  1.2364e+02 -6.6025e+04 -1.5847e+04 
 7.4014e+00  1.2364e+02 -7.6534e+04 -1.6207e+04 
 7.4053e+00  1.2364e+02 -9.0457e+04 -1.6219e+04 
 7.4092e+00  1.2364e+02 -1.0039e+05 -1.6025e+04 
 7.4131e+00  1.2364e+02 -9.0062e+04 -1.5892e+04 
 7.4170e+00  1.2364e+02 -3.4066e+04 -1.6124e+04 
 7.4209e+00  1.2364e+02  9.5837e+04 -1.6911e+04 
  
 7.3545e+00  1.2368e+02 -1.4972e+04  1.8192e+02 
 7.3584e+00  1.2368e+02 -9.5550e+03 -2.2957e+02 
 7.3623e+00  1.2368e+02 -1.2781e+04 -9.7462e+02 
 7.3662e+00  1.2368e+02 -1.4768e+04 -2.1734e+03 
 7.3701e+00  1.2368e+02 -1.3390e+04 -3.9154e+03 
 7.3740e+00  1.2368e+02 -1.3241e+04 -6.2102e+03 
 7.3779e+00  1.2368e+02 -1.3764e+04 -8.9405e+03 
 7.3818e+00  1.2368e+02 -1.4021e+04 -1.1846e+04 
 7.3857e+00  1.2368e+02 -1.3726e+04 -1.4570e+04 
 7.3897e+00  1.2368e+02 -1.3047e+04 -1.6787e+04 
 7.3936e+00  1.2368e+02 -1.2515e+04 -1.8339e+04 
 7.3975e+00  1.2368e+02 -1.3179e+04 -1.9274e+04 
 7.4014e+00  1.2368e+02 -1.6007e+04 -1.9694e+04 
 7.4053e+00  1.2368e+02 -2.0803e+04 -1.9682e+04 
 7.4092e+00  1.2368e+02 -2.4975e+04 -1.9410e+04 
 7.4131e+00  1.2368e+02 -2.2168e+04 -1.9203e+04 
 7.4170e+00  1.2368e+02 -5.5954e+02 -1.9429e+04 
 7.4209e+00  1.2368e+02  5.4338e+04 -2.0325e+04 
 7.4248e+00  1.2368e+02  1.3810e+05 -2.1883e+04 
 7.4287e+00  1.2368e+02  2.3311e+05 -2.3827e+04 
 7.4326e+00  1.2368e+02  3.6424e+05 -2.5659e+04 
 7.4366e+00  1.2368e+02  5.3321e+05 -2.6780e+04 
 7.4405e+00  1.2368e+02  7.1461e+05 -2.6707e+04 
 7.4444e+00  1.2368e+02  8.9165e+05 -2.5281e+04 
 7.4483e+00  1.2368e+02  1.0287e+06 -2.2721e+04 
 7.4522e+00  1.2368e+02  1.0700e+06 -1.9452e+04 
 7.4561e+00  1.2368e+02  1.0680e+06 -1.5924e+04 
 7.4600e+00  1.2368e+02  1.0028e+06 -1.2503e+04 
 7.4639e+00  1.2368e+02  8.8084e+05 -9.4470e+03 
  
 7.3467e+00  1.2373e+02  5.5795e+01  5.4960e+02 
 7.3506e+00  1.2373e+02 -6.6725e+02  4.7175e+02 
 7.3545e+00  1.2373e+02  1.7053e+02  2.3414e+02 
 7.3584e+00  1.2373e+02 -3.0396e+03 -2.7493e+02 
 7.3623e+00  1.2373e+02  8.4596e+03 -1.1972e+03 
 7.3662e+00  1.2373e+02  5.0641e+03 -2.6815e+03 
 7.3701e+00  1.2373e+02  6.0809e+03 -4.8388e+03 
 7.3740e+00  1.2373e+02  5.7067e+03 -7.6808e+03 
 7.3779e+00  1.2373e+02  4.1225e+03 -1.1062e+04 
 7.3818e+00  1.2373e+02  2.6164e+03 -1.4659e+04 
 7.3857e+00  1.2373e+02  1.8780e+03 -1.8031e+04 
 7.3897e+00  1.2373e+02  1.7019e+03 -2.0771e+04 
 7.3936e+00  1.2373e+02  1.9845e+03 -2.2685e+04 
 7.3975e+00  1.2373e+02  2.7533e+03 -2.3829e+04 
 7.4014e+00  1.2373e+02  3.9649e+03 -2.4328e+04 
 7.4053e+00  1.2373e+02  5.4658e+03 -2.4283e+04 
 7.4092e+00  1.2373e+02  6.7876e+03 -2.3904e+04 
 7.4131e+00  1.2373e+02  7.0872e+03 -2.3594e+04 
 7.4170e+00  1.2373e+02  6.3366e+03 -2.3810e+04 
 7.4209e+00  1.2373e+02  6.5581e+03 -2.4846e+04 
 7.4248e+00  1.2373e+02  8.2250e+03 -2.6700e+04 
 7.4287e+00  1.2373e+02  3.4349e+04 -2.9034e+04 
 7.4326e+00  1.2373e+02  9.4509e+04 -3.1243e+04 
 7.4366e+00  1.2373e+02  1.5309e+05 -3.2596e+04 
 7.4405e+00  1.2373e+02  2.0236e+05 -3.2500e+04 
 7.4444e+00  1.2373e+02  2.4598e+05 -3.0762e+04 
 7.4483e+00  1.2373e+02  2.5950e+05 -2.7644e+04 
 7.4522e+00  1.2373e+02  2.6539e+05 -2.3666e+04 
 7.4561e+00  1.2373e+02  2.7183e+05 -1.9372e+04 
 7.4600e+00  1.2373e+02  2.4916e+05 -1.5209e+04 
 7.4639e+00  1.2373e+02  2.0052e+05 -1.1489e+04 
 7.4678e+00  1.2373e+02  1.2003e+05 -8.3864e+03 
 7.4717e+00  1.2373e+02  3.0494e+04 -5.9514e+03 
 7.4756e+00  1.2373e+02 -1.0702e+03 -4.1434e+03 
 7.4796e+00  1.2373e+02 -2.0516e+04 -2.8657e+03 
 7.4835e+00  1.2373e+02 -4.5293e+04 -1.9999e+03 
  
 7.3349e+00  1.2378e+02  1.1799e+04  5.4181e+02 
 7.3388e+00  1.2378e+02  1.0851e+04  6.0693e+02 
 7.3427e+00  1.2378e+02  8.8503e+03  6.5780e+02 
 7.3467e+00  1.2378e+02  6.2769e+03  6.6371e+02 
 7.3506e+00  1.2378e+02  4.4292e+03  5.6781e+02 
 7.3545e+00  1.2378e+02  1.6266e+03  2.7648e+02 
 7.3584e+00  1.2378e+02 -5.5941e+03 -3.4689e+02 
 7.3623e+00  1.2378e+02  1.0642e+04 -1.4756e+03 
 7.3662e+00  1.2378e+02  1.3446e+04 -3.2917e+03 
 7.3701e+00  1.2378e+02  1.3290e+04 -5.9310e+03 
 7.3740e+00  1.2378e+02  1.1968e+04 -9.4078e+03 
 7.3779e+00  1.2378e+02  8.7072e+03 -1.3544e+04 
 7.3818e+00  1.2378e+02  4.2886e+03 -1.7946e+04 
 7.3857e+00  1.2378e+02 -2.4698e+02 -2.2074e+04 
 7.3897e+00  1.2378e+02 -4.6101e+03 -2.5431e+04 
 7.3936e+00  1.2378e+02 -8.4265e+03 -2.7782e+04 
 7.3975e+00  1.2378e+02 -1.0967e+04 -2.9197e+04 
 7.4014e+00  1.2378e+02 -1.1608e+04 -2.9831e+04 
 7.4053e+00  1.2378e+02 -1.0267e+04 -2.9811e+04 
 7.4092e+00  1.2378e+02 -7.9394e+03 -2.9394e+04 
 7.4131e+00  1.2378e+02 -7.3934e+03 -2.9075e+04 
 7.4170e+00  1.2378e+02 -1.3904e+04 -2.9411e+04 
 7.4209e+00  1.2378e+02 -3.2339e+04 -3.0761e+04 
 7.4248e+00  1.2378e+02 -4.9641e+04 -3.3115e+04 
 7.4287e+00  1.2378e+02 -2.7061e+04 -3.6053e+04 
 7.4326e+00  1.2378e+02 -2.3741e+03 -3.8822e+04 
 7.4366e+00  1.2378e+02 -5.6906e+03 -4.0518e+04 
 7.4405e+00  1.2378e+02 -2.2814e+04 -4.0406e+04 
 7.4444e+00  1.2378e+02 -4.8720e+04 -3.8249e+04 
 7.4483e+00  1.2378e+02 -8.5335e+04 -3.4374e+04 
 7.4522e+00  1.2378e+02 -7.3953e+04 -2.9429e+04 
 7.4561e+00  1.2378e+02 -6.5658e+04 -2.4091e+04 
 7.4600e+00  1.2378e+02 -6.3506e+04 -1.8916e+04 
 7.4639e+00  1.2378e+02 -6.3241e+04 -1.4292e+04 
 7.4678e+00  1.2378e+02 -6.5349e+04 -1.0435e+04 
 7.4717e+00  1.2378e+02 -3.4320e+04 -7.4072e+03 
 7.4756e+00  1.2378e+02  3.6186e+03 -5.1593e+03 
 7.4796e+00  1.2378e+02  7.0468e+03 -3.5706e+03 
 7.4835e+00  1.2378e+02 -7.9613e+03 -2.4939e+03 
 7.4874e+00  1.2378e+02 -3.6364e+04 -1.7868e+03 
 7.4913e+00  1.2378e+02 -6.3040e+04 -1.3305e+03 
  
 7.3310e+00  1.2383e+02  8.0987e+03  3.4207e+02 
 7.3349e+00  1.2383e+02  6.2375e+03  3.9584e+02 
 7.3388e+00  1.2383e+02  4.0865e+03  4.4894e+02 
 7.3427e+00  1.2383e+02  2.3147e+03  4.8719e+02 
 7.3467e+00  1.2383e+02  9.0634e+02  4.8077e+02 
 7.3506e+00  1.2383e+02 -1.6208e+03  3.7467e+02 
 7.3545e+00  1.2383e+02 -5.2388e+03  7.8381e+01 
 7.3584e+00  1.2383e+02 -4.8615e+03 -5.4015e+02 
 7.3623e+00  1.2383e+02 -3.0789e+02 -1.6485e+03 
 7.3662e+00  1.2383e+02  1.3943e+04 -3.4229e+03 
 7.3701e+00  1.2383e+02  1.8609e+04 -5.9955e+03 
 7.3740e+00  1.2383e+02  2.3155e+04 -9.3822e+03 
 7.3779e+00  1.2383e+02  2.6129e+04 -1.3415e+04 
 7.3818e+00  1.2383e+02  2.6357e+04 -1.7721e+04 
 7.3857e+00  1.2383e+02  2.3907e+04 -2.1791e+04 
 7.3897e+00  1.2383e+02  1.9118e+04 -2.5163e+04 
 7.3936e+00  1.2383e+02  1.2317e+04 -2.7637e+04 
 7.3975e+00  1.2383e+02  4.2009e+03 -2.9313e+04 
 7.4014e+00  1.2383e+02 -4.2912e+03 -3.0384e+04 
 7.4053e+00  1.2383e+02 -1.2190e+04 -3.1018e+04 
 7.4092e+00  1.2383e+02 -1.8633e+04 -3.1506e+04 
 7.4131e+00  1.2383e+02 -2.3781e+04 -3.2346e+04 
 7.4170e+00  1.2383e+02 -3.1373e+04 -3.4068e+04 
 7.4209e+00  1.2383e+02 -4.5717e+04 -3.6962e+04 
 7.4248e+00  1.2383e+02 -4.8188e+04 -4.0912e+04 
 7.4287e+00  1.2383e+02 -3.4398e+04 -4.5349e+04 
