#
#       Peak Name  Overlap_group
#          35N-HN              4
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.944     8.264
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1694881e+02  7.2192095e-05 
# w1(Hz)        1.0281126e+01  9.7154935e-03 
# g1            1.0287331e+00  4.7717926e-03 
# f02(ppm)      8.2654711e+00  1.3978980e-05 
# w2(Hz)        1.9441801e+01  2.0149448e-02 
# g2            8.8642426e-01  5.5203114e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    5.3891210e+04  1.6745655e+02
   3.000e+01    4.7585287e+04  1.5758486e+02
   2.000e+00    4.7542072e+04  1.5752375e+02
   2.800e+01    4.7653219e+04  1.5768721e+02
   4.000e+00    4.7682852e+04  1.5773133e+02
   2.600e+01    4.7522581e+04  1.5749293e+02
   6.000e+00    4.7604225e+04  1.5759922e+02
   2.400e+01    4.7554651e+04  1.5754499e+02
   8.000e+00    4.7530314e+04  1.5748872e+02
   2.200e+01    4.7462036e+04  1.5741471e+02
   1.000e+01    4.7545424e+04  1.5751773e+02
   2.000e+01    4.7472921e+04  1.5743769e+02
   1.200e+01    4.7554266e+04  1.5753492e+02
   1.800e+01    4.7441361e+04  1.5737549e+02
   1.400e+01    4.7394867e+04  1.5729769e+02
   1.600e+01    4.7510299e+04  1.5747642e+02
   2.800e+01    4.7680136e+04  1.5772176e+02
   1.200e+01    4.7507071e+04  1.5747803e+02
