#
#       Peak Name  Overlap_group
#          67N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.427     7.332
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2043976e+02  9.1083121e-05 
# w1(Hz)        1.1051734e+01  1.3021546e-02 
# g1            9.2693367e-01  5.5040694e-03 
# f02(ppm)      7.3329290e+00  1.5978474e-05 
# w2(Hz)        1.9288098e+01  2.2249032e-02 
# g2            1.0052714e+00  5.8387979e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    3.9968837e+04  1.3275778e+02
   3.000e+01    3.3565230e+04  1.2314210e+02
   2.000e+00    3.1113041e+04  1.1973205e+02
   2.800e+01    3.3655401e+04  1.2327345e+02
   4.000e+00    3.1305439e+04  1.1999566e+02
   2.600e+01    3.3386532e+04  1.2289062e+02
   6.000e+00    3.1335019e+04  1.2003598e+02
   2.400e+01    3.3126103e+04  1.2252383e+02
   8.000e+00    3.1861096e+04  1.2075814e+02
   2.200e+01    3.3066431e+04  1.2243783e+02
   1.000e+01    3.1853110e+04  1.2074717e+02
   2.000e+01    3.2828711e+04  1.2210316e+02
   1.200e+01    3.2161470e+04  1.2117400e+02
   1.800e+01    3.2664683e+04  1.2187417e+02
   1.400e+01    3.2378804e+04  1.2147381e+02
   1.600e+01    3.2429824e+04  1.2154537e+02
   2.800e+01    3.3222080e+04  1.2265842e+02
   1.200e+01    3.2080260e+04  1.2106130e+02
