#
#       Peak Name  Overlap_group
#          38N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   118.881     7.381
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1888334e+02  7.5579351e-05 
# w1(Hz)        9.8026493e+00  1.0579568e-02 
# g1            1.0011660e+00  5.3104010e-03 
# f02(ppm)      7.3824311e+00  1.4818233e-05 
# w2(Hz)        1.8973361e+01  2.0551357e-02 
# g2            1.0168447e+00  5.5221638e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.4816682e+04  1.4573070e+02
   3.000e+01    3.9346724e+04  1.3809398e+02
   2.000e+00    3.8735272e+04  1.3728167e+02
   2.800e+01    3.9052977e+04  1.3770529e+02
   4.000e+00    3.9012382e+04  1.3765048e+02
   2.600e+01    3.8998762e+04  1.3763093e+02
   6.000e+00    3.8878356e+04  1.3746869e+02
   2.400e+01    3.8995488e+04  1.3762534e+02
   8.000e+00    3.8986301e+04  1.3761604e+02
   2.200e+01    3.9073279e+04  1.3773142e+02
   1.000e+01    3.8774688e+04  1.3733498e+02
   2.000e+01    3.9213588e+04  1.3792076e+02
   1.200e+01    3.9052361e+04  1.3770421e+02
   1.800e+01    3.8986124e+04  1.3761463e+02
   1.400e+01    3.9083410e+04  1.3774513e+02
   1.600e+01    3.8967889e+04  1.3758964e+02
   2.800e+01    3.9068019e+04  1.3772565e+02
   1.200e+01    3.8993815e+04  1.3762943e+02
