#
#       Peak Name  Overlap_group
#          11N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   122.341     7.698
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2233250e+02  4.2942556e-05 
# w1(Hz)        9.5074732e+00  6.0095450e-03 
# g1            9.9211189e-01  3.0728422e-03 
# f02(ppm)      7.6973200e+00  8.9197568e-06 
# w2(Hz)        1.9765784e+01  1.2128356e-02 
# g2            1.1393459e+00  3.4972545e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.1034510e+04  7.8037007e+01
   3.000e+01    3.4914018e+04  7.2801508e+01
   2.000e+00    3.4803091e+04  7.2711159e+01
   2.800e+01    3.4924051e+04  7.2809786e+01
   4.000e+00    3.4659598e+04  7.2593841e+01
   2.600e+01    3.4893061e+04  7.2784293e+01
   6.000e+00    3.4699833e+04  7.2627469e+01
   2.400e+01    3.4751675e+04  7.2669084e+01
   8.000e+00    3.4994317e+04  7.2867474e+01
   2.200e+01    3.4870365e+04  7.2765428e+01
   1.000e+01    3.4766425e+04  7.2681953e+01
   2.000e+01    3.4953873e+04  7.2832761e+01
   1.200e+01    3.4749350e+04  7.2667420e+01
   1.800e+01    3.4842189e+04  7.2742893e+01
   1.400e+01    3.4887894e+04  7.2780285e+01
   1.600e+01    3.4705550e+04  7.2632179e+01
   2.800e+01    3.4778417e+04  7.2690868e+01
   1.200e+01    3.4859202e+04  7.2756717e+01
