#
#       Peak Name  Overlap_group
#           7N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   124.139     8.154
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2414489e+02  6.3987880e-04 
# w1(Hz)        1.1064371e+01  1.1580443e-01 
# g1            2.3461932e-01  2.3354629e-02 
# f02(ppm)      8.1551846e+00  1.2384520e-04 
# w2(Hz)        2.1859816e+01  2.0470474e-01 
# g2            4.2360249e-01  2.7073017e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.8682942e+04  8.2767041e+02
   3.000e+01    3.3746128e+04  7.3443111e+02
   2.000e+00    3.3353712e+04  7.3230513e+02
   2.800e+01    3.3361394e+04  7.3234846e+02
   4.000e+00    3.3302293e+04  7.3203145e+02
   2.600e+01    3.3178097e+04  7.3136297e+02
   6.000e+00    3.3142680e+04  7.3117292e+02
   2.400e+01    3.3542347e+04  7.3332499e+02
   8.000e+00    3.3557132e+04  7.3340336e+02
   2.200e+01    3.3465262e+04  7.3290835e+02
   1.000e+01    3.3208067e+04  7.3152197e+02
   2.000e+01    3.3536167e+04  7.3329202e+02
   1.200e+01    3.3165118e+04  7.3129342e+02
   1.800e+01    3.2887983e+04  7.2981202e+02
   1.400e+01    3.3173138e+04  7.3133539e+02
   1.600e+01    3.2668612e+04  7.2864480e+02
   2.800e+01    3.3366340e+04  7.3237320e+02
   1.200e+01    3.3151447e+04  7.3122002e+02
