#
#       Peak Name  Overlap_group
#          46N-HN              5
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   124.178     7.440
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2418225e+02  1.0230920e-04 
# w1(Hz)        8.7130967e+00  1.1837609e-02 
# g1            1.2189855e+00  7.7813870e-03 
# f02(ppm)      7.4390377e+00  3.7958628e-05 
# w2(Hz)        2.0229902e+01  4.3196358e-02 
# g2            6.4687880e-01  7.9004480e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    5.7106716e+04  3.0696180e+02
   3.000e+01    5.1734071e+04  2.8899417e+02
   2.000e+00    5.1796959e+04  2.8884845e+02
   2.800e+01    5.1609408e+04  2.8850025e+02
   4.000e+00    5.1728424e+04  2.8872085e+02
   2.600e+01    5.1821930e+04  2.8907943e+02
   6.000e+00    5.1564321e+04  2.8814637e+02
   2.400e+01    5.1733121e+04  2.8877584e+02
   8.000e+00    5.1931362e+04  2.8922332e+02
   2.200e+01    5.1663900e+04  2.8874432e+02
   1.000e+01    5.2135134e+04  2.8977516e+02
   2.000e+01    5.1775707e+04  2.8888050e+02
   1.200e+01    5.1960877e+04  2.8937709e+02
   1.800e+01    5.1953362e+04  2.8940241e+02
   1.400e+01    5.1655844e+04  2.8851220e+02
   1.600e+01    5.1839218e+04  2.8909931e+02
   2.800e+01    5.2058518e+04  2.8939994e+02
   1.200e+01    5.2084299e+04  2.8945560e+02
