#
#       Peak Name  Overlap_group
#          65N-HN              0
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   121.748     8.015
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2174787e+02  6.0372780e-05 
# w1(Hz)        9.0608461e+00  8.0845546e-03 
# g1            1.1230565e+00  4.8569599e-03 
# f02(ppm)      8.0150486e+00  1.1819978e-05 
# w2(Hz)        1.7737155e+01  1.5702276e-02 
# g2            1.3041907e+00  6.8383264e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    3.8631021e+04  1.2453115e+02
   3.000e+01    3.3469374e+04  1.1460088e+02
   2.000e+00    3.2965361e+04  1.1371250e+02
   2.800e+01    3.3508054e+04  1.1464521e+02
   4.000e+00    3.3112723e+04  1.1397266e+02
   2.600e+01    3.3582705e+04  1.1476163e+02
   6.000e+00    3.3249915e+04  1.1420133e+02
   2.400e+01    3.3600513e+04  1.1482023e+02
   8.000e+00    3.3281846e+04  1.1428180e+02
   2.200e+01    3.3484509e+04  1.1460700e+02
   1.000e+01    3.3225419e+04  1.1417359e+02
   2.000e+01    3.3511461e+04  1.1464175e+02
   1.200e+01    3.3257673e+04  1.1422117e+02
   1.800e+01    3.3611058e+04  1.1482505e+02
   1.400e+01    3.3228182e+04  1.1419099e+02
   1.600e+01    3.3292503e+04  1.1428907e+02
   2.800e+01    3.3347423e+04  1.1436365e+02
   1.200e+01    3.3307873e+04  1.1429832e+02
