#
#       Peak Name  Overlap_group
#          58N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   121.669     7.544
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2166615e+02  1.5295125e-04 
# w1(Hz)        1.0585880e+01  2.1821305e-02 
# g1            9.2384880e-01  9.5380353e-03 
# f02(ppm)      7.5443226e+00  2.7505527e-05 
# w2(Hz)        1.8882232e+01  3.8462143e-02 
# g2            9.7649478e-01  1.0010737e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.1252019e+04  2.4606976e+02
   3.000e+01    3.5694147e+04  2.3210542e+02
   2.000e+00    3.5388661e+04  2.3137341e+02
   2.800e+01    3.5758982e+04  2.3226179e+02
   4.000e+00    3.5680579e+04  2.3207301e+02
   2.600e+01    3.5750336e+04  2.3224222e+02
   6.000e+00    3.5539482e+04  2.3173541e+02
   2.400e+01    3.5410315e+04  2.3142557e+02
   8.000e+00    3.5654578e+04  2.3200864e+02
   2.200e+01    3.5665758e+04  2.3203772e+02
   1.000e+01    3.5587304e+04  2.3184937e+02
   2.000e+01    3.5522372e+04  2.3169605e+02
   1.200e+01    3.5649357e+04  2.3199810e+02
   1.800e+01    3.5676050e+04  2.3206309e+02
   1.400e+01    3.5739245e+04  2.3221308e+02
   1.600e+01    3.5746946e+04  2.3223202e+02
   2.800e+01    3.5703594e+04  2.3212885e+02
   1.200e+01    3.5632479e+04  2.3196111e+02
