# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  8.09406e+05
# Free Parameters:           24
# Data Points    :        12798
#   F2(ppm)     F1(ppm)        Data        Calc 
 8.2847e+00  1.2118e+02 -6.7764e+04  6.8485e+03 
 8.2887e+00  1.2118e+02 -7.5612e+04  9.7545e+03 
 8.2926e+00  1.2118e+02 -8.1293e+04  1.3174e+04 
 8.2965e+00  1.2118e+02 -8.0660e+04  1.6846e+04 
 8.3004e+00  1.2118e+02 -6.6215e+04  2.0372e+04 
 8.3043e+00  1.2118e+02 -2.6891e+04  2.3274e+04 
 8.3082e+00  1.2118e+02  5.0955e+04  2.5087e+04 
 8.3121e+00  1.2118e+02  1.8021e+05  2.5485e+04 
 8.3160e+00  1.2118e+02  3.6609e+05  2.4392e+04 
 8.3199e+00  1.2118e+02  6.0030e+05  2.2013e+04 
 8.3238e+00  1.2118e+02  8.5949e+05  1.8756e+04 
 8.3277e+00  1.2118e+02  1.1128e+06  1.5105e+04 
 8.3317e+00  1.2118e+02  1.3310e+06  1.1510e+04 
  
 8.2652e+00  1.2122e+02 -9.6111e+02  7.9016e+02 
 8.2691e+00  1.2122e+02  1.5205e+03  1.3219e+03 
 8.2730e+00  1.2122e+02  1.0990e+04  2.2066e+03 
 8.2769e+00  1.2122e+02 -1.4552e+03  3.5954e+03 
 8.2808e+00  1.2122e+02 -1.0232e+04  5.6399e+03 
 8.2847e+00  1.2122e+02 -1.4337e+04  8.4495e+03 
 8.2887e+00  1.2122e+02 -1.7116e+04  1.2035e+04 
 8.2926e+00  1.2122e+02 -1.8230e+04  1.6254e+04 
 8.2965e+00  1.2122e+02 -1.6831e+04  2.0784e+04 
 8.3004e+00  1.2122e+02 -1.1373e+04  2.5134e+04 
 8.3043e+00  1.2122e+02  9.3812e+02  2.8714e+04 
 8.3082e+00  1.2122e+02  2.4041e+04  3.0951e+04 
 8.3121e+00  1.2122e+02  6.3853e+04  3.1443e+04 
 8.3160e+00  1.2122e+02  1.2866e+05  3.0094e+04 
 8.3199e+00  1.2122e+02  2.2189e+05  2.7159e+04 
 8.3238e+00  1.2122e+02  3.3126e+05  2.3140e+04 
 8.3277e+00  1.2122e+02  4.3247e+05  1.8636e+04 
 8.3317e+00  1.2122e+02  5.0803e+05  1.4200e+04 
 8.3356e+00  1.2122e+02  5.6266e+05  1.0251e+04 
 8.3395e+00  1.2122e+02  6.2519e+05  7.0246e+03 
 8.3434e+00  1.2122e+02  6.6564e+05  4.5848e+03 
 8.3473e+00  1.2122e+02  6.5816e+05  2.8672e+03 
 8.3512e+00  1.2122e+02  6.1116e+05  1.7359e+03 
  
 8.2574e+00  1.2127e+02  7.3014e+03  4.0343e+02 
 8.2613e+00  1.2127e+02  8.1338e+03  6.1523e+02 
 8.2652e+00  1.2127e+02  9.0349e+03  9.9974e+02 
 8.2691e+00  1.2127e+02  1.0989e+04  1.6725e+03 
 8.2730e+00  1.2127e+02  2.1103e+04  2.7919e+03 
 8.2769e+00  1.2127e+02  3.0897e+04  4.5490e+03 
 8.2808e+00  1.2127e+02  2.3091e+04  7.1357e+03 
 8.2847e+00  1.2127e+02  2.1181e+04  1.0691e+04 
 8.2887e+00  1.2127e+02  2.2260e+04  1.5227e+04 
 8.2926e+00  1.2127e+02  2.4620e+04  2.0565e+04 
 8.2965e+00  1.2127e+02  2.6471e+04  2.6297e+04 
 8.3004e+00  1.2127e+02  2.5698e+04  3.1801e+04 
 8.3043e+00  1.2127e+02  2.0649e+04  3.6330e+04 
 8.3082e+00  1.2127e+02  1.0324e+04  3.9160e+04 
 8.3121e+00  1.2127e+02 -3.2495e+03  3.9782e+04 
 8.3160e+00  1.2127e+02 -1.0792e+04  3.8076e+04 
 8.3199e+00  1.2127e+02 -2.3866e+03  3.4363e+04 
 8.3238e+00  1.2127e+02  2.2036e+04  2.9278e+04 
 8.3277e+00  1.2127e+02  5.7271e+04  2.3578e+04 
 8.3317e+00  1.2127e+02  1.0279e+05  1.7967e+04 
 8.3356e+00  1.2127e+02  1.6674e+05  1.2970e+04 
 8.3395e+00  1.2127e+02  2.3089e+05  8.8877e+03 
 8.3434e+00  1.2127e+02  2.5122e+05  5.8008e+03 
 8.3473e+00  1.2127e+02  2.4530e+05  3.6276e+03 
 8.3512e+00  1.2127e+02  2.2875e+05  2.1964e+03 
 8.3551e+00  1.2127e+02  2.0417e+05  1.3100e+03 
 8.3590e+00  1.2127e+02  1.9336e+05  7.9044e+02 
  
 8.2457e+00  1.2132e+02  1.9358e+04  2.4826e+02 
 8.2496e+00  1.2132e+02  1.6403e+04  2.9822e+02 
 8.2535e+00  1.2132e+02  1.4044e+04  3.8275e+02 
 8.2574e+00  1.2132e+02  1.2057e+04  5.3532e+02 
 8.2613e+00  1.2132e+02  1.0346e+04  8.1636e+02 
 8.2652e+00  1.2132e+02  9.0662e+03  1.3266e+03 
