#
#       Peak Name  Overlap_group
#          64N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   124.297     7.930
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2429509e+02  1.4712844e-04 
# w1(Hz)        1.0622844e+01  2.0831709e-02 
# g1            9.6148253e-01  9.3848018e-03 
# f02(ppm)      7.9297057e+00  2.4431641e-05 
# w2(Hz)        1.7757724e+01  3.2840385e-02 
# g2            1.1643068e+00  1.0591541e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.7334509e+04  2.8136970e+02
   3.000e+01    4.1940639e+04  2.6759183e+02
   2.000e+00    4.2345030e+04  2.6858895e+02
   2.800e+01    4.2243316e+04  2.6833720e+02
   4.000e+00    4.2048775e+04  2.6785714e+02
   2.600e+01    4.1981379e+04  2.6769365e+02
   6.000e+00    4.2125961e+04  2.6804713e+02
   2.400e+01    4.2264755e+04  2.6839233e+02
   8.000e+00    4.2190224e+04  2.6820554e+02
   2.200e+01    4.2013650e+04  2.6777312e+02
   1.000e+01    4.2459975e+04  2.6887412e+02
   2.000e+01    4.2420754e+04  2.6877536e+02
   1.200e+01    4.2293239e+04  2.6846023e+02
   1.800e+01    4.2194972e+04  2.6821727e+02
   1.400e+01    4.2162673e+04  2.6813898e+02
   1.600e+01    4.2099658e+04  2.6798416e+02
   2.800e+01    4.2317886e+04  2.6852213e+02
   1.200e+01    4.2167859e+04  2.6815249e+02
