#
#       Peak Name  Overlap_group
#          51N-HN              5
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   124.133     7.399
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2412358e+02  2.0338697e-04 
# w1(Hz)        1.0139352e+01  2.2549387e-02 
# g1            1.1268269e+00  1.2154707e-02 
# f02(ppm)      7.3967763e+00  4.7962610e-05 
# w2(Hz)        1.8524324e+01  4.5756564e-02 
# g2            1.8723558e+00  2.7813927e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    2.6088309e+04  2.7228618e+02
   3.000e+01    2.3417998e+04  2.5203518e+02
   2.000e+00    2.3168792e+04  2.5040978e+02
   2.800e+01    2.3286841e+04  2.5111464e+02
   4.000e+00    2.3211945e+04  2.5065990e+02
   2.600e+01    2.3299608e+04  2.5128897e+02
   6.000e+00    2.3102249e+04  2.4986964e+02
   2.400e+01    2.3247781e+04  2.5089803e+02
   8.000e+00    2.3182601e+04  2.5054576e+02
   2.200e+01    2.3367663e+04  2.5167593e+02
   1.000e+01    2.3193158e+04  2.5069143e+02
   2.000e+01    2.3239000e+04  2.5086412e+02
   1.200e+01    2.3243188e+04  2.5096584e+02
   1.800e+01    2.3280289e+04  2.5120741e+02
   1.400e+01    2.3201028e+04  2.5056482e+02
   1.600e+01    2.3280273e+04  2.5116174e+02
   2.800e+01    2.3056660e+04  2.4976772e+02
   1.200e+01    2.3045985e+04  2.4970160e+02
