#
#       Peak Name  Overlap_group
#           9N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.574     8.117
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2357137e+02  2.1245696e-04 
# w1(Hz)        1.0231775e+01  3.2516768e-02 
# g1            6.5207559e-01  1.1259956e-02 
# f02(ppm)      8.1184066e+00  4.2300616e-05 
# w2(Hz)        2.0018574e+01  6.4862952e-02 
# g2            6.2496594e-01  1.1459379e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    5.1311934e+04  3.8415958e+02
   3.000e+01    4.1102572e+04  3.5481715e+02
   2.000e+00    4.0872053e+04  3.5420507e+02
   2.800e+01    4.0733146e+04  3.5383800e+02
   4.000e+00    4.0566969e+04  3.5339855e+02
   2.600e+01    4.0622170e+04  3.5354415e+02
   6.000e+00    4.0767622e+04  3.5392761e+02
   2.400e+01    4.0796396e+04  3.5400486e+02
   8.000e+00    4.0598720e+04  3.5348139e+02
   2.200e+01    4.0658103e+04  3.5363891e+02
   1.000e+01    4.0997289e+04  3.5453797e+02
   2.000e+01    4.0637805e+04  3.5358506e+02
   1.200e+01    4.0767930e+04  3.5392877e+02
   1.800e+01    4.1063113e+04  3.5471183e+02
   1.400e+01    4.1069206e+04  3.5472910e+02
   1.600e+01    4.0642889e+04  3.5359866e+02
   2.800e+01    4.0989892e+04  3.5451723e+02
   1.200e+01    4.0721776e+04  3.5380848e+02
