#
#       Peak Name  Overlap_group
#          36N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.748     9.244
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2374572e+02  4.3674862e-05 
# w1(Hz)        9.7873657e+00  6.2859397e-03 
# g1            8.7401689e-01  2.8172618e-03 
# f02(ppm)      9.2437760e+00  9.8981113e-06 
# w2(Hz)        2.1422782e+01  1.4962646e-02 
# g2            6.9782171e-01  2.6796089e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    3.0034042e+04  4.8374113e+01
   3.000e+01    2.1342129e+04  4.1973376e+01
   2.000e+00    2.1239933e+04  4.1908803e+01
   2.800e+01    2.1252366e+04  4.1916758e+01
   4.000e+00    2.0996921e+04  4.1750239e+01
   2.600e+01    2.1332437e+04  4.1969317e+01
   6.000e+00    2.1073092e+04  4.1798561e+01
   2.400e+01    2.1260466e+04  4.1919214e+01
   8.000e+00    2.0891300e+04  4.1674574e+01
   2.200e+01    2.1209550e+04  4.1883352e+01
   1.000e+01    2.1127238e+04  4.1834276e+01
   2.000e+01    2.1120207e+04  4.1827342e+01
   1.200e+01    2.1175784e+04  4.1863607e+01
   1.800e+01    2.1100079e+04  4.1814718e+01
   1.400e+01    2.1173485e+04  4.1866078e+01
   1.600e+01    2.1375266e+04  4.1998491e+01
   2.800e+01    2.1261447e+04  4.1919361e+01
   1.200e+01    2.0976565e+04  4.1737415e+01
