#
#       Peak Name  Overlap_group
#        1002N-HN              3
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.345     7.838
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1632733e+02  1.0837868e-04 
# w1(Hz)        9.4701439e+00  1.0742228e-02 
# g1            1.0034974e+00  5.1485053e-03 
# f02(ppm)      7.8307746e+00  2.6013421e-05 
# w2(Hz)        1.8507065e+01  2.2700484e-02 
# g2            1.2917164e+00  7.9588841e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    3.7756753e+04  1.7878870e+02
   3.000e+01    3.2298851e+04  1.5869491e+02
   2.000e+00    3.1175674e+04  1.5531781e+02
   2.800e+01    3.2156608e+04  1.5829735e+02
   4.000e+00    3.1503398e+04  1.5641172e+02
   2.600e+01    3.2229348e+04  1.5854454e+02
   6.000e+00    3.1609972e+04  1.5674700e+02
   2.400e+01    3.2006479e+04  1.5785854e+02
   8.000e+00    3.1487742e+04  1.5623756e+02
   2.200e+01    3.1999606e+04  1.5780220e+02
   1.000e+01    3.1650436e+04  1.5680471e+02
   2.000e+01    3.2080092e+04  1.5804822e+02
   1.200e+01    3.1535204e+04  1.5648761e+02
   1.800e+01    3.2108285e+04  1.5813469e+02
   1.400e+01    3.1886287e+04  1.5748545e+02
   1.600e+01    3.1791714e+04  1.5737113e+02
   2.800e+01    3.1917084e+04  1.5772076e+02
   1.200e+01    3.1613510e+04  1.5676902e+02
