#
#       Peak Name  Overlap_group
#           5N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   125.437     8.254
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2543716e+02  8.1271749e-05 
# w1(Hz)        1.0765793e+01  1.1736981e-02 
# g1            8.7594586e-01  4.8353976e-03 
# f02(ppm)      8.2550785e+00  1.3534652e-05 
# w2(Hz)        1.8152136e+01  1.8357728e-02 
# g2            1.1212267e+00  5.6038468e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    3.9111836e+04  1.1693840e+02
   3.000e+01    3.1025635e+04  1.0578780e+02
   2.000e+00    3.0925382e+04  1.0566061e+02
   2.800e+01    3.0981836e+04  1.0573325e+02
   4.000e+00    3.0917706e+04  1.0565014e+02
   2.600e+01    3.0837228e+04  1.0554793e+02
   6.000e+00    3.0819196e+04  1.0552508e+02
   2.400e+01    3.0821296e+04  1.0552622e+02
   8.000e+00    3.0833137e+04  1.0554201e+02
   2.200e+01    3.0960623e+04  1.0570398e+02
   1.000e+01    3.0830403e+04  1.0553866e+02
   2.000e+01    3.0716229e+04  1.0539283e+02
   1.200e+01    3.0737973e+04  1.0541942e+02
   1.800e+01    3.0728043e+04  1.0540719e+02
   1.400e+01    3.0718090e+04  1.0539588e+02
   1.600e+01    3.0709389e+04  1.0538326e+02
   2.800e+01    3.1041940e+04  1.0580962e+02
   1.200e+01    3.0819048e+04  1.0552395e+02
