#
#       Peak Name  Conv_flg Overlap_flg
#         103N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   130.708    10.111
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.3067003e+02  1.2376132e-04
# w1(Hz)        2.0188230e+01  3.0389369e-02
# g1            8.4003454e-01  7.3830511e-03
# f02(ppm)      1.0116279e+01  1.0358154e-05
# w2(Hz)        1.5940026e+01  2.6244900e-02
# g2            5.1230644e-01  5.0618235e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    1.0197863e+05  5.1198169e+02
   3.000e+01    9.2004322e+04  4.9881126e+02
   1.000e+00    9.1289649e+04  4.9790699e+02
   2.700e+01    9.1972004e+04  4.9877026e+02
   2.000e+00    9.1817654e+04  4.9857455e+02
   2.400e+01    9.1750380e+04  4.9848933e+02
   3.000e+00    9.1834133e+04  4.9859544e+02
   2.100e+01    9.1674700e+04  4.9839352e+02
   4.000e+00    9.1367944e+04  4.9800580e+02
   1.800e+01    9.1331762e+04  4.9796013e+02
   5.000e+00    9.1322589e+04  4.9794855e+02
   1.500e+01    9.1543889e+04  4.9822806e+02
   6.000e+00    9.1828109e+04  4.9858780e+02
   1.200e+01    9.1977649e+04  4.9877742e+02
   7.000e+00    9.1475657e+04  4.9814183e+02
   1.000e+01    9.1651951e+04  4.9836473e+02
   8.000e+00    9.1645829e+04  4.9835699e+02
   4.000e+00    9.1289114e+04  4.9790632e+02
   1.000e+00    9.1063608e+04  4.9762211e+02
   2.700e+01    9.1865870e+04  4.9863566e+02
