#
#       Peak Name  Conv_flg Overlap_flg
#         103N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   131.041    10.082
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.3103667e+02  1.4313418e-04
# w1(Hz)        1.6775600e+01  2.3825783e-02
# g1            8.0221877e-01  8.2553703e-03
# f02(ppm)      1.0081575e+01  1.3511133e-05
# w2(Hz)        1.5321008e+01  2.1232638e-02
# g2            6.4221456e-01  5.4318547e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    4.2431176e+04  2.0352800e+02
   3.000e+01    3.3400365e+04  1.8861454e+02
   1.000e+00    3.3162525e+04  1.8825580e+02
   2.700e+01    3.3110199e+04  1.8817713e+02
   2.000e+00    3.3407759e+04  1.8862572e+02
   2.400e+01    3.3115706e+04  1.8818541e+02
   3.000e+00    3.3236463e+04  1.8836712e+02
   2.100e+01    3.3649285e+04  1.8899199e+02
   4.000e+00    3.3296982e+04  1.8845837e+02
   1.800e+01    3.3273129e+04  1.8842239e+02
   5.000e+00    3.2898869e+04  1.8786034e+02
   1.500e+01    3.3160450e+04  1.8825268e+02
   6.000e+00    3.3137285e+04  1.8821785e+02
   1.200e+01    3.3370922e+04  1.8857003e+02
   7.000e+00    3.3251500e+04  1.8838978e+02
   1.000e+01    3.3297488e+04  1.8845914e+02
   8.000e+00    3.2965703e+04  1.8796036e+02
   4.000e+00    3.3175942e+04  1.8827599e+02
   1.000e+00    3.2660514e+04  1.8750483e+02
   2.700e+01    3.3442457e+04  1.8867822e+02
