#
#       Peak Name  Conv_flg Overlap_flg
#           8N-HN         1           0
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   114.803     7.315
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1484111e+02  1.4044631e-04
# w1(Hz)        1.5636083e+01  2.3563166e-02
# g1            6.3516787e-01  6.9030081e-03
# f02(ppm)      7.3066751e+00  1.5581760e-05
# w2(Hz)        1.6917473e+01  2.5453490e-02
# g2            5.5048822e-01  5.6434752e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    3.0818078e+04  1.4477787e+02
   3.000e+01    2.3079024e+04  1.3380257e+02
   1.000e+00    1.8818849e+04  1.2882124e+02
   2.700e+01    2.2933420e+04  1.3361896e+02
   2.000e+00    2.0165529e+04  1.3030617e+02
   2.400e+01    2.3159761e+04  1.3390475e+02
   3.000e+00    2.1229289e+04  1.3153874e+02
   2.100e+01    2.2842184e+04  1.3350440e+02
   4.000e+00    2.1636152e+04  1.3202374e+02
   1.800e+01    2.3407819e+04  1.3422050e+02
   5.000e+00    2.2315354e+04  1.3284974e+02
   1.500e+01    2.2801169e+04  1.3345301e+02
   6.000e+00    2.2615801e+04  1.3322163e+02
   1.200e+01    2.3058763e+04  1.3377693e+02
   7.000e+00    2.2866711e+04  1.3353508e+02
   1.000e+01    2.2713060e+04  1.3334281e+02
   8.000e+00    2.2990023e+04  1.3369021e+02
   4.000e+00    2.1638074e+04  1.3202603e+02
   1.000e+00    1.8794384e+04  1.2879506e+02
   2.700e+01    2.3129427e+04  1.3386628e+02
