#
#       Peak Name  Conv_flg Overlap_flg
#         253N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   112.033     7.300
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1214607e+02  4.1016988e-04
# w1(Hz)        6.4013444e+00  4.1316695e-02
# g1           -1.2278282e+00  6.9168128e-03
# f02(ppm)      7.3166044e+00  1.7980762e-04
# w2(Hz)        2.2201594e+01  3.1294109e-01
# g2            2.4378290e-01  4.2522631e-02
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    6.4257992e+03  2.0569333e+02
   3.000e+01    6.3823107e+03  2.0534702e+02
   1.000e+00    4.0446545e+03  1.8957406e+02
   2.700e+01    6.0135393e+03  2.0248258e+02
   2.000e+00    4.2026742e+03  1.9045045e+02
   2.400e+01    5.5676128e+03  1.9919694e+02
   3.000e+00    4.9486581e+03  1.9497687e+02
   2.100e+01    6.0567997e+03  2.0281182e+02
   4.000e+00    5.0424935e+03  1.9559032e+02
   1.800e+01    5.7019032e+03  2.0016537e+02
   5.000e+00    4.7169340e+03  1.9350350e+02
   1.500e+01    5.5721196e+03  1.9922914e+02
   6.000e+00    4.9901155e+03  1.9524671e+02
   1.200e+01    5.8598814e+03  2.0132796e+02
   7.000e+00    5.0128430e+03  1.9539545e+02
   1.000e+01    5.3960668e+03  1.9798680e+02
   8.000e+00    5.6284224e+03  1.9963317e+02
   4.000e+00    5.2186940e+03  1.9676793e+02
   1.000e+00    4.1835934e+03  1.9034305e+02
   2.700e+01    5.3803501e+03  1.9787748e+02
