#
#       Peak Name  Conv_flg Overlap_flg
#         103N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   131.041    10.082
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.3103667e+02  1.4313418e-04
# w1(Hz)        1.6775600e+01  2.3825783e-02
# g1            8.0221877e-01  8.2553703e-03
# f02(ppm)      1.0081575e+01  1.3511133e-05
# w2(Hz)        1.5321008e+01  2.1232638e-02
# g2            6.4221456e-01  5.4318547e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    4.2953783e+04  2.0446201e+02
   3.000e+01    3.8644825e+04  1.9698247e+02
   1.000e+00    3.8661195e+04  1.9700989e+02
   2.700e+01    3.8649854e+04  1.9699089e+02
   2.000e+00    3.8532733e+04  1.9679485e+02
   2.400e+01    3.8347789e+04  1.9648611e+02
   3.000e+00    3.8551425e+04  1.9682611e+02
   2.100e+01    3.8453583e+04  1.9666260e+02
   4.000e+00    3.8587902e+04  1.9688714e+02
   1.800e+01    3.8641208e+04  1.9697640e+02
   5.000e+00    3.8585389e+04  1.9688294e+02
   1.500e+01    3.8843168e+04  1.9731533e+02
   6.000e+00    3.8491677e+04  1.9672623e+02
   1.200e+01    3.8427765e+04  1.9661950e+02
   7.000e+00    3.8766495e+04  1.9718652e+02
   1.000e+01    3.8449568e+04  1.9665589e+02
   8.000e+00    3.8732881e+04  1.9713010e+02
   4.000e+00    3.8571766e+04  1.9686014e+02
   1.000e+00    3.8589340e+04  1.9688955e+02
   2.700e+01    3.8464732e+04  1.9668122e+02
