# Name:     F4N-HN
# y_ppm:  123.52698    0.00002
# yw_hz:   16.16692    0.03643
# y_eta:    0.00000    0.00000
# x_ppm:    9.10371    0.00002
# xw_hz:   23.91073    0.05476
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    1.671362e+07    7.550000e+04
      -400.0    9.177979e+06    7.550000e+04
      -350.0    5.337612e+06    7.550000e+04
      -300.0    8.367562e+05    7.550000e+04
      -250.0    8.530866e+06    7.550000e+04
      -200.0    1.070389e+07    7.550000e+04
      -150.0    1.137408e+07    7.550000e+04
      -100.0    1.137283e+07    7.550000e+04
       -50.0    1.154684e+07    7.550000e+04
         0.0    1.144826e+07    7.550000e+04
        50.0    1.134588e+07    7.550000e+04
       100.0    1.101861e+07    7.550000e+04
       150.0    8.828867e+06    7.550000e+04
       200.0    5.963935e+06    7.550000e+04
       250.0    9.358336e+06    7.550000e+04
       300.0    1.023489e+07    7.550000e+04
       350.0    1.011499e+07    7.550000e+04
       400.0    9.107531e+06    7.550000e+04
