0.000e+00	2.0512850e+07	2.0512850e+05
4.000e+01	1.5825664e+07	1.5825664e+05
1.000e+00	1.1103606e+07	1.1103606e+05
3.600e+01	1.5649253e+07	1.5649253e+05
2.000e+00	1.1099503e+07	1.1099503e+05
3.200e+01	1.5571304e+07	1.5571304e+05
3.000e+00	1.1366170e+07	1.1366170e+05
2.800e+01	1.5327202e+07	1.5327202e+05
4.000e+00	1.1058477e+07	1.1058477e+05
2.400e+01	1.5054381e+07	1.5054381e+05
5.000e+00	1.1007195e+07	1.1007195e+05
2.000e+01	1.4613354e+07	1.4613354e+05
6.000e+00	1.1021554e+07	1.1021554e+05
1.800e+01	1.4309764e+07	1.4309764e+05
7.000e+00	1.1177452e+07	1.1177452e+05
1.600e+01	1.3938482e+07	1.3938482e+05
8.000e+00	1.1472837e+07	1.1472837e+05
1.400e+01	1.3454378e+07	1.3454378e+05
9.000e+00	1.1825658e+07	1.1825658e+05
1.200e+01	1.2847198e+07	1.2847198e+05
1.000e+01	1.2149761e+07	1.2149761e+05
1.000e+00	1.1095401e+07	1.1095401e+05
4.000e+01	1.5757971e+07	1.5757971e+05
2.000e+00	1.1093349e+07	1.1093349e+05
3.600e+01	1.5638997e+07	1.5638997e+05
