#
#       Peak Name  Conv_flg Overlap_flg
#         216N-HN         1           9
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   109.807     7.375
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.0983363e+02  1.2934244e-03
# w1(Hz)        3.1976157e+01  2.6564413e-01
# g1            2.1846318e+00  1.3538431e-01
# f02(ppm)      7.3688852e+00  1.2424357e-04
# w2(Hz)        3.0389391e+01  2.5067698e-01
# g2            1.4518436e+00  6.4676548e-02
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    6.9796575e+03  2.8801869e+02
   3.000e+01    4.9550552e+03  2.2869284e+02
   1.000e+00    3.2860771e+03  1.8738854e+02
   2.700e+01    4.9766882e+03  2.2927414e+02
   2.000e+00    3.8342009e+03  1.9998390e+02
   2.400e+01    5.3093823e+03  2.3834810e+02
   3.000e+00    4.0902624e+03  2.0623563e+02
   2.100e+01    4.9236555e+03  2.2782762e+02
   4.000e+00    4.2607573e+03  2.1049637e+02
   1.800e+01    4.7700528e+03  2.2369819e+02
   5.000e+00    4.8255820e+03  2.2514417e+02
   1.500e+01    4.8572636e+03  2.2602922e+02
   6.000e+00    4.5777501e+03  2.1864340e+02
   1.200e+01    4.7692455e+03  2.2367856e+02
   7.000e+00    4.6839577e+03  2.2143796e+02
   1.000e+01    4.9498045e+03  2.2849047e+02
   8.000e+00    4.7469706e+03  2.2307343e+02
   4.000e+00    4.7225914e+03  2.2240947e+02
   1.000e+00    3.4172125e+03  1.9026650e+02
   2.700e+01    5.5616305e+03  2.4537975e+02
