#
#       Peak Name  Conv_flg Overlap_flg
#         253N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   111.700     7.329
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1195503e+02  9.2533737e-04
# w1(Hz)        1.6457163e+01  3.2893417e-01
# g1           -5.7940813e-01  1.8551292e-02
# f02(ppm)      7.3469139e+00  3.6096868e-05
# w2(Hz)        7.7444393e+00  5.3158486e-02
# g2           -1.2290868e+00  7.2488821e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    2.0022168e+04  5.7460453e+02
   3.000e+01    1.7136471e+04  5.6633682e+02
   1.000e+00    1.1861133e+04  5.5432872e+02
   2.700e+01    1.6375996e+04  5.6435399e+02
   2.000e+00    1.2470990e+04  5.5550493e+02
   2.400e+01    1.6331990e+04  5.6424180e+02
   3.000e+00    1.3503588e+04  5.5762462e+02
   2.100e+01    1.6197425e+04  5.6390046e+02
   4.000e+00    1.3489351e+04  5.5759431e+02
   1.800e+01    1.5532179e+04  5.6225158e+02
   5.000e+00    1.4661557e+04  5.6019133e+02
   1.500e+01    1.4946845e+04  5.6085418e+02
   6.000e+00    1.3808876e+04  5.5828194e+02
   1.200e+01    1.5791714e+04  5.6288721e+02
   7.000e+00    1.4648850e+04  5.6016208e+02
   1.000e+01    1.5087686e+04  5.6118583e+02
   8.000e+00    1.4280325e+04  5.5932432e+02
   4.000e+00    1.4699991e+04  5.6027993e+02
   1.000e+00    1.2265629e+04  5.5510255e+02
   2.700e+01    1.6354723e+04  5.6429972e+02
