#
#       Peak Name  Conv_flg Overlap_flg
#         100N-HN         1           8
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.094     8.312
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2010880e+02  5.3898274e-05
# w1(Hz)        1.4562214e+01  1.2776664e-02
# g1            7.8892329e-01  3.6615054e-03
# f02(ppm)      8.3108253e+00  6.0746358e-06
# w2(Hz)        1.5760544e+01  1.4967902e-02
# g2            5.8359362e-01  3.1207837e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    1.0213420e+05  3.0056596e+02
   3.000e+01    9.5788313e+04  2.9615935e+02
   1.000e+00    9.5096785e+04  2.9570326e+02
   2.700e+01    9.6140422e+04  2.9639191e+02
   2.000e+00    9.5528656e+04  2.9598745e+02
   2.400e+01    9.6075131e+04  2.9634508e+02
   3.000e+00    9.5871403e+04  2.9621583e+02
   2.100e+01    9.5900078e+04  2.9623417e+02
   4.000e+00    9.6157825e+04  2.9640448e+02
   1.800e+01    9.5819205e+04  2.9617934e+02
   5.000e+00    9.5475360e+04  2.9595243e+02
   1.500e+01    9.5914999e+04  2.9624421e+02
   6.000e+00    9.6024910e+04  2.9631665e+02
   1.200e+01    9.5869648e+04  2.9621278e+02
   7.000e+00    9.5913908e+04  2.9624054e+02
   1.000e+01    9.6073217e+04  2.9634976e+02
   8.000e+00    9.5517200e+04  2.9598229e+02
   4.000e+00    9.6254292e+04  2.9646857e+02
   1.000e+00    9.5042579e+04  2.9566983e+02
   2.700e+01    9.5895174e+04  2.9623009e+02
